Key,English,Spanish
UI_PVPCONTEST_JOINWAR_1_TIP,You have entered the 1st area.,Entras a la 1ª zona.
UI_PVPCONTEST_JOINWAR_2_TIP,You have entered the 2nd area.,Entras a la 2ª zona.
UI_PVPCONTEST_JOINWAR_3_TIP,You have entered the 3rd area.,Entras a la 3ª zona.
UI_PVPCONTEST_JOINWAR_4_TIP,You have entered the 4th area.,Entras a la 4ª zona.
UI_PVPCONTEST_JOINWAR_SELECT,Select the area you wish to enter.,Seleccione el área a la que desea ingresar.
UI_PVPCONTEST_JOINWAR_MSG,"After %d, you enter %s.","Después %d, ingresa %s"
UI_PVPCONTEST_SELECTEDMATCH,Your next match will start at: %s,Tu próximo partido comenzará en: %s
UI_STARTERPASS,Starter Pass,Pase Inicio
UI_PETPASS,Pet Pass,Pase Mascota
UI_PIERCINGPASS,Piercing Pass,Pase Perforación
UI_UPGRADEPASS,Upgrade Pass,Pase Actualización
UI_ELEMENT_UPGRADEPASS,Element Upgrade Pass,Pase Elemento Actualización
UI_PARTYPASS,Party Pass,Pase Grupo
UI_COSTUMEPASS,Costume Pass,Pase Atuendo
UI_BATTLEPASS_MISSION_PETSKILL,Use pet grace skill,Usa la habilidad de gracia de mascota
UI_BATTLEPASS_MISSION_PIERCING,"Attempt Weapon, Shield or Suit Piercing","Intentar perforar un arma, escudo o traje"
UI_BATTLEPASS_MISSION_ELEMENT_SMELT,Attempt Elemental Upgrade,Intentar Mejora Elemental
UI_BATTLEPASS_MISSION_ELEMENT_SAFETY_SMELT,Try safety upgrade (Elemental),Intentar actualización segura (Elemental)
UI_BATTLEPASS_MISSION_ELEMENT_SMELT_SUCCESS,Reach gear element upgrade %s or above,Alcanza la mejora del elemento de equipo %s o superior
UI_BATTLEPASS_MISSION_NORMAL_SMELT,Attempt to Upgrade Gear or Accessories,Intentar actualizar equipo o accesorios
UI_BATTLEPASS_MISSION_NORMAL_SAFETY_SMELT,Try safety upgrade (Normal/Acc),Intenta Actualización Segura (Normal/Acc)
UI_BATTLEPASS_MISSION_NORMAL_SMELT_SUCCESS,Gear or accessory upgrade %s or above,Actualizar Equipo o Accesorio %s o superior
UI_BATTLEPASS_MISSION_PARTYKILLMONSTER,Kill Normal Monsters With Party,Mata monstruos normales con Grupo
UI_BATTLEPASS_MISSION_PARTYKILLMONSTER2,Kill %s With Party,Mata a %s con Grupo
UI_BATTLEPASS_MISSION_PARTYCLEARDUNGEON,Clear dungeon as a party,Completa la mazmorra como Grupo.
UI_BATTLEPASS_MISSION_PARTYCLEARDUNGEON2,Clear Dungeon %s as a party,Completa la mazmorra %s como grupo.
UI_BATTLEPASS_MISSION_PARTYPOINT,Obtain Party Skill points,Obtener puntos de habilidad del grupo
UI_BATTLEPASS_MISSION_COSTUMETRANSMUTATION,Put costume in wardrobe,Pon el disfraz en el armario.
UI_BATTLEPASS_MISSION_GETCOSTUME,Obtain costumes,Obtener disfraces
UI_BATTLEPASS_SAFETYSMELT_ELECARD,(Elemental),(Elemental)
UI_BATTLEPASS_SAFETYSMELT_POWERDICE,(Normal/Acc),(Normal/Acc)
UI_BATTLEPASS_MISSION_LEVELUP,Level Up,subir de nivel
UI_BATTLEPASS_MISSION_LEVELUP2,Reach Level %s,Alcanza Nivel %s
UI_BATTLEPASS_MISSION_JOBCHANGE_EXPERT,Do the 1st Job Change,Haga el primer cambio de trabajo
UI_BATTLEPASS_MISSION_JOBCHANGE_PROFESSIONAL,Do the 2nd Job Change,Haga el segundo cambio de trabajo
UI_BATTLEPASS_MISSION_SKILLMASTER,Increase a Skill to its Maximum Level,Aumentar una habilidad al nivel máximo
UI_BATTLEPASS_MISSION_KILLCATCHER,Hunt a Catcher Monster,Cazar Monstruo Receptor
UI_BATTLEPASS_MISSION_CRAFTPETCANDY,Craft Pet Candy,Dulces Artesanal de Mascota
UI_BATTLEPASS_MISSION_CRAFTPETCANDY2,Craft Pet Candy (%s),Dulces Artesanal de Mascota (%s)
UI_BATTLEPASS_MISSION_JOINGUILD,Join a Guild,Únete a un gremio
UI_BATTLEPASS_MISSION_JOINPARTY,Join a Party,Únete a un Grupo
UI_BATTLEPASS_MISSION_GETPKCHIP,Obtain PK Chips,Obtener chips PK
UI_BATTLEPASS_MISSION_FLYING,Travel %s km on a Flying Item,Viaja %s km en un artículo volador
UI_BATTLEPASS_MISSION_KILLFLYMONSTER,Defeat Aerial Monsters,Derrota Monstruos Aéreos
UI_BATTLEPASS_MISSION_ACTIVEBEGINNERBUFF,Receive Buffs from the Buff Pang,Recibe mejoras del Buff Pang
UI_BATTLEPASS_MISSION_USECOMBOSKILL,Perform %s or More Combos Using the action slot,Realiza %s o más combos usando el espacio de acción
UI_BATTLEPASS_MISSION_ACTIVEEQUIPSET,Have a set effect activated,Tener un efecto establecido activado
UI_BATTLEPASS_MISSION_KALGAS_ASSAULT,Finish Kalgas Assault,Finish Kalgas Assault
UI_BATTLEPASS_INFO2,End of the %s season: #b%s#nb (Server Time)\nPoints limit for this week: #b%d / %d#nb\n#iPoints earned through the Season missions are not included in the weekly limit.#ni,Fin de la temporada %s: #b%s#nb (hora del servidor)\nLímite de puntos para esta semana: #b%d / %d#nb\n#iPoints obtenidos a través de las misiones de temporada no están incluidos en el límite semanal.#ni
UI_BATTLEPASS_INFO3,End of the %s season: #b%s#nb (Server Time)\n#ni\n#iSome rewards are enhanced after reaching level %d#ni,Fin de la temporada %s: #b%s#nb (hora del servidor)\n#ni\n#iAlgunas recompensas mejoran después de alcanzar el nivel %d#ni
UI_BATTLEPASS_INFO4,End of the %s season: #b%s#nb (Server Time)\n#ni,Fin de la temporada %s: #b%s#nb (hora del servidor)\n#ni
UI_BATTLEPASS_INFO5,There is no expiration date for the Starter Pass and all players can use it.,No hay fecha de vencimiento para el Pase Inicio y todos los jugadores pueden usarlo.
UI_QUEST_STARTABLE,Startable,Iniciable
UI_SUMMERPASS2023,Summer Pass,Pase Verano
UI_APP_SWITCHEQUIP_TIP,Displays the Switch Equip Menu.,Muestra el menú de equipamiento de cambio.
UI_APP_SWITCHEQUIP_DELETE,Delete,Borrar
UI_APP_SWITCHEQUIP_SAVE,Save,Salvar
UI_APP_SWITCHEQUIP_COPY,Copy Equipment,Equipo de copia
UI_APP_SWITCHEQUIP_USE,Use,Usar
UI_APP_SWITCHEQUIP_TITLE,Name ,Nombre
UI_APP_SWITCHEQUIP_SWITCHLIST,Presets,Preajustes
UI_APP_SWITCHEQUIP_ERROR_NAME,You have to set a preset name!,¡Tienes que establecer un nombre preestablecido!
UI_APP_SWITCHEQUIP_ERROR_NAMEFORMAT,The name you set for the preset is incorrect!,¡El nombre introducido para el ajuste preestablecido es incorrecto!
UI_APP_SWITCHEQUIP_NEWSWITCH,Create new,Crear nuevo
UI_APP_SWITCHEQUIP_SHORTCUT,Make shortcut,hacer atajo
UI_APP_SWITCHEQUIP_PRESETNAME,Preset Name,Nombre preestablecido
UI_APP_SWITCHEQUIP_DELETE_TEXT,Are you sure you want to delete preset %s?,¿Estás seguro de que deseas eliminar %s preestablecidos?
UI_APP_SWITCHEQUIP_DELETE_SELECT,You need to select a preset.,Debe seleccionar un ajuste preestablecido.
UI_BATTLEPASS_MISSION_UNSAFETYALL,Try Upgrade or Piercing,Intenta Actualizar o Perforar
UI_LEVEL_REQUIRED,Available after level %d.,Disponible después del Nivel %d.
UI_QUEST_KILLSTEP_RWD,%d Monsters defeated: %s,%d monstruos derrotados: %s
UI_QUEST_REWARDSTEP_ITEM,%s(%d),%s(%d)
UI_QUEST_KILLSTEP_COND,Defeat monsters (%d/%d),Derrota monstruos (%d/%d)
UI_PVPCONTEST_TELEPORT_AUTOCLOSE,You have %d seconds to join.,Tienes %d segundos para unirte.
UI_PVPCONTEST_RANKING_DAILY,Today's Matchs,Partidos de hoy
UI_PVPCONTEST_RANKING_PRELIMINARY,Preliminary,Preliminar
UI_PVPCONTEST_RANKING_BACKUP,Back-up,Respaldo
UI_PVPCONTEST_RANKING_FINALS,Finals,Finales
UI_PVPCONTEST_RANKING_DESC,"This contains all the ranking data for the current FWC PVP Contest.\nIf only one guild has showed up in the preliminary's ranking, then that means it had no opponent!\n#b#uClick on a guild to see the participating players stats.#nu#nb","Este contiene todos los datos de clasificación para el concurso FWC PVP actual.\nSi solo un gremio apareció en la clasificación preliminar, ¡eso significa que no tenía oponente!\n#b#uHaz clic en un gremio para ver las estadísticas de los jugadores participantes.#nu#nb"
UI_PVPCONTEST_RANKING_TITLE,FWC PvP Contest Ranking,Clasificación Concurso FWC PvP
UI_PVPCONTEST_RANKING_RANKING,Ranking,Clasificación
UI_PVPCONTEST_RANKING_RANK,Rank,Rango
UI_PVPCONTEST_RANKING_GUILDNAME,Guild Name,Nombre Gremio
UI_PVPCONTEST_RANKING_POINTS_TOOLTIP,Points,Puntos
UI_PVPCONTEST_RANKING_KILLS_TOOLTIP,Kills,Derrotas
UI_PVPCONTEST_RANKING_DEATHS_TOOLTIP,Deaths,Muertes
UI_APP_INFO_PANG_HIDE,You can summon Info-Pang again by going to Menu > Helper > Info-Pang.,Puedes invocar a Info-Pang nuevamente yendo a Menú > Ayudante > Info-Pang.
UI_APP_INFO_PANG_LIST,You can view this information again if you click Info-Pang > Right Click > Check the List.,Puede ver esta información nuevamente si hace clic en Info-Pang > Clic derecho > Verificar la lista.
UI_PVPCONTEST_MATCHLIST_INFO,Here you can select a match and spectate it. #bNote: you will be invisible for participating players and will only be able to communicate with others spectators.#nb,Aquí puedes seleccionar un partido y verlo. #bNota: serás invisible para los participantes y solo podrás comunicarte con otros espectadores.#nb
UI_PVPCONTEST_SPECTATE_INFO,Do you want to spectate that match? You will get teleported in the match arena.,¿Quieres presenciar ese partido? Serás teletransportado a la arena del partido.
UI_SERVERTRANSFER_TITLE,Server Transfer,Transferencia de servidor
UI_SERVERTRANSFER_MSG,Select server:,Seleccionar servidor:
UI_SERVERTRANSFER_BASE_DESC,Select which server you want to transfer your character to. Please check the website for exact transfer rules.,Selecciona a qué servidor desea transferir su personaje. Consulte la web sobre las reglas de transferencia.
UI_SERVERTRANSFER_DESC,Note that transfer requests are done periodically so the transfer is not immediate after using the scroll.,"Tenga en cuenta que las solicitudes de transferencia se realizan periódicamente, por lo que la transferencia no es inmediata después de usar el desplazamiento."
UI_SERVERTRANSFER_FWC_TITLE,FWC Server Transfer,Transferencia de servidor FWC
UI_SERVERTRANSFER_FWC_DESC,The transfer will happen after the end of the FWC period and you can still login on your character meanwhile. If you are not sure then you can close this window and select on next login. You cannot change your choice after confirming.,"La transferencia se realizará después del final de la FWC y, mientras tanto, aún podrás iniciar sesión con tu personaje. Si no está seguro, puede cerrar esta ventana y seleccionar el siguiente inicio de sesión. No puede cambiar su elección después de confirmar."
UI_PVPCONTEST_SPECTATE_CAMERAMODE_1,Free Camera,Cámara libre
UI_PVPCONTEST_SPECTATE_CAMERAMODE_2,Normal Camera,Cámara Normal
UI_PVPCONTEST_SPECTATE_LEAVE,Leave spectating,Dejar espectador
UI_PVPCONTEST_SPECTATE_TITLE,Spectating Settings,Configuración de espectador
UI_FULLSCREEN_ERROR,Fullscreen is not available. If you use Safari press Share > Add to Home Screen and launch the game from your App List.,"La pantalla completa no está disponible. Si usas Safari, presiona Compartir > Agregar a la pantalla de inicio e inicia el juego desde tu Lista de aplicaciones."
UI_PVPCONTEST_RANKING_FINALISTS,Finalists,Finalistas
UI_SERVERTRANSFER_CONFIRM,Are you sure you want to transfer your character to %s? You cannot change your choice after confirming.,¿Estás seguro de que quieres transferir tu personaje a %s? No puede cambiar su elección después de confirmar.
UI_RPS_INFO,RPS Game\nYou can do the Global Limited Gacha only if you win.,Juego RPS\nPuedes hacer el Gacha Global Limitado solo si ganas.
UI_GACHA_DESC_GLOBAL_DAILY,"When you do the random Gacha, you can receive 1 of the items listed below.\nThe Random Gacha is global with all players on the server so please try to obtain the limited amount of prizes.\nThe quantity limit resets on 00:00 server time.","Cuando haces el Gacha aleatorio, puedes recibir 1 de los elementos que se listan a continuación.\nGacha Aleatorio es global con todos los jugadores en el servidor, así que intenta obtener la cantidad limitada de premios.\nEl límite de cantidad se restablece a las 00:00 hora del servidor."
UI_RPS_REWARD_TITLE,Result,Resultado
UI_RPS_REWARD_TEXT,Would you like to accept the item?,¿Quieres aceptar el artículo?
UI_RPS_REWARD_ACCEPT,Accept,Aceptar
UI_RPS_REWARD_DECLINE,Decline,Rechazar
UI_RPS_TITLE,Rock Paper Scissors,Piedra Papel Tijeras
UI_RPS_VS,VS,VS
UI_RPS_DEFEAT,You Lose!,¡Has perdido!
UI_RPS_PAPER,Paper,Papel
UI_RPS_ROCK,Rock,Piedra
UI_RPS_SCISSORS,Scissors,Tijeras
UI_RPS_WIN_TITLE,You Win!,¡Tú ganas!
UI_GACHA_ACCEPT,Accept,Aceptar
UI_GACHA_DECLINE,Decline,Rechazar
UI_MSGBOX_PASTE,Paste,Pegar
UI_MSGBOX_CUT,Cut,Cortar
UI_GUILDBUFF_LEVEL,Activated Buff Level,Nivel de mejora activado
UI_GUILDBUFF_NEXTLEVEL,Next Level %s / %s,Siguiente Nivel %s / %s
UI_GUILDBUFF_DONATE,Donation,Donación
UI_GUILDBUFF_TAB_LIST,Buff Information,Información de potenciador
UI_GUILDBUFF_TAB_TOKENS,Token Donation,Donación de Token
UI_TOOLTIP_DST_DROP_EXP,Monster Exp and Drop,Experiencia y caída de monstruos
UI_GUILD_TAB_BUFFS,Guild Buff,Potenciador del gremio
UI_TOOLTIP_DST_SPEED_ALL,Attack & Casting Speed,Velocidad de ataque y lanzamiento
UI_GUILDBUFF_MEMBER,Member,Miembro
UI_GUILDBUFF_NONE,There is no donation yet. ,Aún no hay donación.
UI_TOOLTIP_BUYREQLV,Purchase requirement is level %d or higher,El requisito de compra es de nivel %d o superior
UI_COSTUME_BOX_ITEM,Costume Box,Caja Atuendo
UI_COSTUME_BOX_MATERIAL,Repair Hammer,Martillo Reparador
UI_COSTUME_BOX_UPGRADE_PROB,Success: #b%s#nb,Éxito: #b%s#nb
UI_COSTUME_BOX_DECREASED,The Costume Box Upgrade Level has decreased,El nivel de mejora de la caja de disfraces ha disminuido.
UI_MATERIAL_COUNT,%s x%d,%s x%d
UI_PURCHASE_LIMIT,Purchase Limit: %d / %d,Límite de compra: %d / %d
UI_FITTINGROOM_BG,Background,Fondo
UI_OPTION_PRECISECURSOR,Pixel Perfect Cursor Selection,Selección de cursor perfecto de píxeles
UI_WEBVIEW_OPEN,Please open your web browser to continue.,Abra su navegador web para continuar.
UI_BATTLEPASS_JAN,January %d Pass,Pase Enero %d
UI_BATTLEPASS_FEB,February %d Pass,Pase Febrero %d
UI_BATTLEPASS_MAR,March %d Pass,Pase Marzo %d
UI_BATTLEPASS_APR,April %d Pass,Pase Abril %d
UI_BATTLEPASS_MAY,May %d Pass,Pase Mayo %d
UI_BATTLEPASS_JUN,June %d Pass,Pase Junio %d
UI_BATTLEPASS_JUL,July %d Pass,Pase Julio %d
UI_BATTLEPASS_AUG,August %d Pass,Pase Agosto %d
UI_BATTLEPASS_SEP,September %d Pass,Pase Septiembre %d
UI_BATTLEPASS_OCT,October %d Pass,Pase Octubre %d
UI_BATTLEPASS_NOV,November %d Pass,Pase Noviembre %d
UI_BATTLEPASS_DEC,December %d Pass,Pase Diciembre %d
UI_BATTLEPASS_MISSION_CONSECUTIVE_LOGIN,Login Consecutive %s days,Iniciar sesión %s días consecutivos
UI_BATTLEPASS_INFO6,End of the %s season: #b%s#nb (UTC Time)\nPoints limit for this week: #b%d / %d#nb\n#iPoints earned through the Season missions are not included in the weekly limit.#ni\n#iSome rewards are enhanced after reaching level %d#ni,Fin de la temporada %s: #b%s#nb (hora UTC)\nLímite de puntos para esta semana: #b%d / %d#nb\nLos #iPoints obtenidos a través de las misiones de temporada no están incluidos en el límite semanal.#ni\n#iAlgunas recompensas mejoran después de alcanzar el nivel %d#ni
UI_BATTLEPASS_INFO7,End of the %s season: #b%s#nb (UTC Time)\nPoints limit for this week: #b%d / %d#nb\n#iPoints earned through the Season missions are not included in the weekly limit.#ni,Fin de la temporada %s: #b%s#nb (hora UTC)\nLímite de puntos para esta semana: #b%d / %d#nb\n#iPoints obtenidos a través de las misiones de temporada no están incluidos en el límite semanal.#ni
UI_BATTLEPASS_INFO8,End of the %s season: #b%s#nb (UTC Time)\n#ni\n#iSome rewards are enhanced after reaching level %d#ni,Fin de la temporada %s: #b%s#nb (hora UTC)\n#ni\n#iAlgunas recompensas mejoran después de alcanzar el nivel %d#ni
UI_BATTLEPASS_INFO9,End of the %s season: #b%s#nb (UTC Time)\n#ni,Fin de la temporada %s: #b%s#nb (hora UTC)\n#ni
UI_REMOTE_SHOP_TITLE,Remote Shop,Tienda Remota
UI_HALLOWEENPASS,Halloween Pass,Pase Halloween
UI_PURCHASE_BANK_EXTRA_BAG,Add Slot,Agregar Espacio
UI_SEARCH_BANK_EXTRA_BAG,Bank Extra Bag,Bola Extra Banco
UI_EXTRA_BAG_FMT,Add Slot %s,Agregar Espacio %s
UI_RAINBOWRACE_ITEMS,Rainbow Items,Artículos Arcoíris
UI_RAINBOWRACE_ITEMS_INFO,Fly through items throughout the race to use them against others!,¡Vuela sobre objetos en la carrera para usarlos contra otros!
UI_RAINBOWRACE_POINTS,Rank %d / %d (%d points),Clasificación %d / %d (%d puntos)
UI_RAINBOWRACE_FARWARNING,"Speed decreased, fly near the race track to avoid disqualification!","¡Velocidad reducida, vuela cerca de la pista de carreras para evitar la descalificación!"
UI_RAINBOWRACE_SPEEDMULTI,Current speed multiplier: %d,Multiplicador de velocidad: %d
UI_RAINBOWRACE_APP_TITLE,Rainbow Race Application,Aplicación Carrera Arcoíris
UI_RAINBOWRACE_APP_CONFIRM,This will deduct %lld penya. Would you like to continue?,This will deduct %lld penya. Would you like to continue?
UI_RAINBOWRACE_APP_CURRENT,Current Applicants: %d,Incritos actualmente: %d
UI_RAINBOWRACE_APP_FEE,Application Fee: %lld,Application Fee: %lld
UI_RAINBOWRACE_APP_TIP,Apply for the Rainbow Race.,Solicite la Carrera Arcoíris.
UI_RAINBOWRACE_RANKING_TIP,View the rankings of the previous race.,Ver clasificaciones de la carrera anterior.
UI_RAINBOWRACE_APP_DISABLE_TIP,It is not currently the application period.,Actualmente no es el período de solicitud.
UI_RAINBOWRACE_APP_TIMELEFT,Next Race: ,Próxima carrera:
UI_CREATEULTIMATEWEAPON_TITLE,Create ultimate weapon,Crea arma definitiva
UI_CREATEULTIMATEWEAPON_DETAIL,"Ultimate Weapon Conversion\nYou can create Ultimate Weapons for equipment level 140 or above. You can convert a +10 Weapon into an Ultimate Weapon. The conversion will not fail and for the conversion you will need 3 Shining Orikalkums, 3 Ultimate Orbs and 100 Million Penya. Ultimate weapons will convert retaining all elemental upgrades and Piercing status.","Conversión de arma definitiva\nPuedes crear armas definitivas para el nivel de equipo 140 o superior. Puedes convertir un arma +10 en un arma definitiva. La conversión no fallará y para la conversión necesitarás 3 Oricalco Brillante, 3 Orbe Definitivo y 100 millones de Penya. Las armas definitivas se convertirán conservando todas las mejoras elementales y el estado Perforante."
UI_CREATEULTIMATEWEAPON_CONFIRM,Do you want to continue?,¿Quieres continuar?
UI_CREATEULTIMATEWEAPON_ERROR_ITEM,This item cannot be used.,Este objeto no se puede usar.
UI_CREATEULTIMATEWEAPON_ERROR_UPGRADELEVEL,You can only convert items at the maximum upgrade level.,Solo puedes convertir elementos en el nivel máximo de actualización.
UI_ULTIMATECONVERTIBLE,Can be converted to Ultimate Weapon,Se puede convertir en Arma Definitiva.
UI_ULTIMATE_RANDOMSTAT,Random Stat Obtained,Estadística aleatoria obtenida
UI_RESTAT_TITLE,Re-Stat,Reiniciar
UI_RESTATC_DESC,Do you wish to apply the Fixed Stat upgrade to the following item?\n(%s),¿Desea aplicar la mejora de estadísticas fijas al siguiente elemento?\n(%s)
UI_RESTATR_DESC,Do you wish to apply the Random Stat upgrade to the following item?\n(%s),¿Desea aplicar la mejora de estadísticas aleatorias al siguiente elemento?\n(%s)
UI_RESTATR2_DESC,Do you wish to apply the Random Special Option upgrade to the following item?\n(%s),Do you wish to apply the Random Special Option upgrade to the following item?\n(%s)
UI_ITEM_UPGRADE_PUT,Please input an item which you want to upgrade.,Ingrese un elemento que desee actualizar.
UI_MATERIAL_ITEM_PUT,Please input a material item first.,Primero ingrese un elemento material.
UI_ELEMENT_UPGRADE_ERROR_ITEM,This item cannot be used.,Este artículo no se puede usar.
UI_ULTIMATE_UPGRADE_UNSAFE,Without Scroll of XProtect you will lose the item in case of failure.,Sin Pergamino ProtectorX perderás el artículo en caso de fallo.
UI_MATERIAL_NAME,%s x%d,%s x%d
UI_MATERIAL_NAME_PLACEHOLDER,Material,Material
UI_PROTECTION_SCROLL_PLACEHOLDER,Protection Scroll,Pergamino Protección
UI_ULTIMATE_PREFIX,[Ultimate],[Definitivo]
UI_TOOLTIP_DST_LAST_STAND,Last Stand Chance,Última oportunidad de resistencia
UI_TOOLTIP_DST_RIP_REFLEX,Riposte Reflex Chance,Oportunidad Reflejo Respuesta
UI_TOOLTIP_DST_PRANK_ESCAPE,Prankster's Escape Chance,Oportunidad Escapar del Bromista
UI_TOOLTIP_DST_HEAL_GRACE,Healing Grace Chance,Oportunidad Gracia Curativa
UI_TOOLTIP_DST_SPIRITUAL_CHARGE,Spiritual Overcharge Chance,Oportunidad Sobrecarga Espiritual
UI_TOOLTIP_DST_AURABURST,Aura Burst Chance,Oportunidad Explosión Aura
UI_TOOLTIP_DST_WATERBOMB,Waterbomb,Bomba de agua
UI_TOOLTIP_DST_SLOW_RATE,Dmg Slow Rate,Tasa lenta de daño
UI_TOOLTIP_DST_ARCANE,Arcane Insight Chance,Probabilidad Percepción Arcana
UI_MSGBOX_DISMANTLE,Dismantle,Desmantelar
UI_PLAYERHOUSINGBUY_TITLE,Select house template,Seleccionar plantilla de casa
UI_PLAYERHOUSINGBUY_INFO,Select a template for your house. \n\n#b#cffff0000Changing your house template will remove all decorations from your current house! Make sure it is saved in a preset if you wish to keep it for the future.#nc#nb,Selecciona una plantilla para tu casa. \n\n#b#cffff0000¡Cambiar la plantilla de tu casa eliminará todas las decoraciones de tu casa actual! Asegúrese de que esté guardado en un ajuste preestablecido si desea conservarlo para el futuro.#nc#nb
UI_PLAYERHOUSINGBUY_CONFIRM,Select template,Seleccionar plantilla
UI_PLAYERHOUSINGBUY_MSGBOX_INFO,"Are you sure you want to select this template? \n\n#bNote:#nb If you already own a house, it will change the template, but all the decorative models you had placed will be removed!","¿Estás seguro de que quieres seleccionar esta plantilla? \n\n#bNota:#nb Si ya eres dueño de una casa, cambiará la plantilla, ¡pero se eliminarán todos los modelos decorativos que habías colocado!"
UI_PLAYERHOUSINGVISIT_TITLE,Visit houses,Visit houses
UI_PLAYERHOUSINGVISIT_INFO,"In this window, you can select a friend to visit. Only friends who have allowed visits from you will be listed here.","In this window, you can select a friend to visit. Only friends who have allowed visits from you will be listed here."
UI_MESSENGER_MENU_HOUSINGVISIT_ALLOW,Allow to visit your house,Permitir visitar tu casa
UI_MESSENGER_MENU_HOUSINGVISIT_DENY,Deny visit to your house,Negar visita a tu casa
UI_GACHA_DESC_HOUSING,You will unlock all the models below to decorate your house.,Desbloquearás todos los modelos a continuación para decorar tu casa.
UI_PLAYERHOUSINGVISIT_CONFIRM,Visit house,Visitar casa
UI_HOUSINGSETUP_OBJECTSLIST,Objects list,Lista de objetos
UI_HOUSINGSETUP_EDITIONMODE,Toggle editing,Alternar Edición
UI_HOUSINGSETUP_RESET,Remove all objects,Quitar todos los objetos
UI_HOUSINGSETUP_RESET_MSGBOX_INFO,Are you sure you want to reset your house objects? #bYou will still be able to place your objects back#nb,¿Estás seguro de que quieres restablecer los objetos de tu casa? #bAún podrás volver a colocar tus objetos#nb
UI_HOUSINGSETUP_PLACE_CONFIRM,Place item,Colocar artículo
UI_HOUSINGSETUP_PLACE_INFO,Select which decoration model you want to use and click place. Then follow the instructions: \n\n- Left click to place\n- Mouse wheel to rotate\n- Press mouse wheel and mouse left/right to change size.,Selecciona qué modelo de decoración quieres usar y haz clic en colocar. Luego sigue las instrucciones: \n\n- Clic izquierdo para colocar\n- Rueda del ratón para girar\n- Presione la rueda del ratón y el ratón hacia la izquierda/derecha para cambiar el tamaño.
UI_TOOLTIP_HOUSENPC,Place that house NPC to get the following bonuses:,Coloca ese NPC de la casa para obtener las siguientes bonificaciones:
UI_HOUSINGSETUP_OBJECTS,Objects,Objetos
UI_HOUSINGSETUP_NPCS,NPCs,NPCs
UI_HOUSINGSETUP_FILTER_HDR,Filter,Filtrar
UI_HOUSINGSETUP_FILTER_HDR_ALL,All,Todo
UI_HOUSINGSETUP_FILTER_TREE,Trees,Árboles
UI_HOUSINGSETUP_FILTER_OTHER,Other,Otro
UI_GUILDHOUSINGBIDS_INFO,You can place a bid on this guild house. In #b#u%s#nb#nu the guild with the highest bid will gain ownership of the guild house. \n\n#b#uNote:#nu#nb \n-You can only bid on one guild house at a time. \n-The penyas spent for placing a bid must be available in your guild's bank. \n-You can always increase your bid before the end.,You can place a bid on this guild house. In #b#u%s#nb#nu the guild with the highest bid will gain ownership of the guild house. \n\n#b#uNote:#nu#nb \n-You can only bid on one guild house at a time. \n-The penyas spent for placing a bid must be available in your guild's bank. \n-You can always increase your bid before the end.
UI_GUILDHOUSINGBIDS_HDR,Guilds' bids,Ofertas de Gremios
UI_GUILDHOUSINGBIDS_PLACE,Place Bid,Realizar una oferta
UI_GUILDHOUSINGBIDS_MSGBOX_INFO,Enter the amount you wish to bid. #b#uYour guild bank must have enough penya to cover the bid.#nu#nb,Ingrese la cantidad a ofertar. #b#uEl banco de gremio debe tener suficiente penya para cubrir la oferta.#nu#nb
UI_GUILDHOUSINGBIDS_EMPTY,There's currently no bids for that house.,Actualmente no hay ofertas para esa casa.
UI_MAP_SHIP_TELEPORT,Teleport to ship,Teletransportarse al barco
UI_MAP_SHIP_TOOLTIP_OWNED,Ship owned by guild [%s],Barco propiedad del gremio [%s]
UI_GUILD_TAB_HOUSING,Housing,Vivienda
UI_GUILD_TAB_HOUSING_NEXTARTIFACTHDR,Next artifact placement in:,Próxima colocación de artefacto en:
UI_GUILD_TAB_HOUSING_PLACEARTIFACTHDR,Time left to select artifact position:,Tiempo restante para seleccionar la posición del artefacto:
UI_GUILD_TAB_HOUSING_TELEPORT,Teleport to ship,Teletransportarse al barco
UI_GUILD_TAB_HOUSING_BONUSESHDR,Current House Bonuses,Bonos Casa Actual
UI_GUILDHOUSINGARTIFACT_MSGBOX_INFO,Are you sure you want your guild's artifact to spawn here? #b#cffff0000Note: A %s penya fee will be taken from your guild's bank.#nc#nb,¿Estás seguro de que quieres poner el artefacto de gremio aquí? #b#cffff0000Nota: Se descontará una tarifa de %s penya del banco de tu gremio.#nc#nb
UI_GUILD_POWER_GUILDHOUSE,Guild House Management,Gestión Casa de Gremio
UI_MAP_GHARTIFACT_TOOLTIP,A Guild House artifact is somewhere here...,Artefacto de Casa de Gremio está en algún lugar por aquí...
UI_GUILD_TAB_HOUSING_NOOWNED,Your guild does not own an house.,Tu gremio no posee una casa.
