Key,English,German
CLIENT_HELP_INC_000261,Increases Bow damage. This skill is available at Level 20 to Players who have at least 5 Skill Points in Junk Arrow and can be used with any Bow.,Erhöht den Schaden mit dem Bogen. Dieser Skill ist ab Stufe 20 verfügbar. Benötigt mindestens 3 Skillpunkte in Junk Arrow und kann mit einem Bogen eingesetzt werden
CLIENT_HELP_INC_000262,Silent Shot,Silent Shot
CLIENT_HELP_INC_000263,Delivers a powerful sneak attack to the target if you are in Dark Illusion. This skill is available at Level 30 to Players who have at least 4 Skill Points in Bow Mastery and can be used with any Bow.,"Kräftiger Überraschungsangriff, während du dich in Dark Illusion befindest. Dieser Skill ist ab Stufe 30 verfügbar. Benötigt mindestens 4 Skillpunkte in Bow Mastery und kann mit einem Bogen eingesetzt werden."
CLIENT_HELP_INC_000264,Auto Shot,Auto Shot
CLIENT_HELP_INC_000265,Attacks four times in succession without missing. Each hit is slightly less damaging than a hit from Junk Arrow. This skill is available at Level 45 to Players who have at least 9 Skill Points in Silent Shot and can be used with any Bow.,"Vier Angriffe hintereinander, ohne das Ziel zu verfehlen. Jeder Treffer verursacht etwas weniger Schaden als ein Treffer von Junk Arrow. Dieser Skill ist ab Stufe 45 verfügbar. Benötigt mindestens 9 Skillpunkte in Silent Shot und kann mit einem Bogen eingesetzt werden."
CLIENT_HELP_INC_000266,Aimed Shot,Aimed Shot
CLIENT_HELP_INC_000267,A carefully aimed shot that has a chance to deal double damage to the target. This skill is available at Level 35 to Players who have at least 5 Skill Points in Bow Mastery and can be used with any Bow.,"Ein gezielter Schuss. Chance, dem Ziel doppelten Schaden zuzufügen. Dieser Skill ist ab Stufe 35 verfügbar. Benötigt mindestens 5 Skillpunkte in Bow Mastery und kann mit einem Bogen eingesetzt werden."
CLIENT_HELP_INC_000268,Arrow Rain,Arrow Rain
CLIENT_HELP_INC_000269,A rain of arrows that will fall on all enemies in a wide circle around your target. This skill is available at Level 50 to Players who have at least 5 Skill Points in Aimed Shot and can be used with any Bow.,"Ein Pfeilregen, der auf alle Gegner in einem weiten Kreis fällt. Dieser Skill ist ab Stufe 50 verfügbar. Benötigt mindestens 5 Skillpunkte in Aimed Shot und kann mit einem Bogen eingesetzt werden."
CLIENT_HELP_INC_000270,Assist,Assist
CLIENT_HELP_INC_000271,"The Assist is the priest or medic of Flyff. The two primary builds for this job are a Full Support healer or a Buff Warrior. Both have the same skills to chose from. Where the Healer will need a partner to level, the Warrior can self-buff and fight alone.","Er ist ein Heiler der Armee, der die anderen Charaktere anfeuert und unterstützt. Er kann aber auch mit einer Faustwaffe angreifen, wenn er über die Skills verfügt. Wenn sie einen Stick verwenden, dann können sie im Kampf Heilen und Buffen."
CLIENT_HELP_INC_000272,The Assist may chose from Ringmaster or Billposter when the times comes to progress into a second Job.,"Der Assist kann sich zwischen Ringmaster und Billposter entscheiden, wenn die Zeit für die zweite Klassenänderung gekommen ist."
CLIENT_HELP_INC_000273,Heal,Heal
CLIENT_HELP_INC_000274,"Primary healing spell, which recovers a portion of the target's HP. This skill is available at Level 15 and can be used with any Stick.",Primärer Heilzauber. Stellt einen Teil der HP des Ziels wieder her. Dieser Skill ist ab Stufe 15 verfügbar und kann mit einem Stick eingesetzt werden.
CLIENT_HELP_INC_000275,Patience,Patience
CLIENT_HELP_INC_000276,Increases the target’s maximum HP. This skill is available at Level 18 to Players who have at least 3 Skill Points in Heal and can be used with any Stick.,Erhöht die maximalen HP des Ziels. Dieser Skill ist ab Stufe 18 verfügbar. Benötigt mindestens 3 Skillpunkte in Heal und kann mit einem Stick eingesetzt werden.
CLIENT_HELP_INC_000277,Resurrection,Resurrection
CLIENT_HELP_INC_000278,"Revives a dead Player, but only grants a portion of their HP. This skill is available at Level 20 to Players who have at least 4 Skill Points in Patience and can be used with any Stick.",Belebt einen toten Spieler wieder und stellt einen Teil seiner HP wieder her. Dieser Skill ist ab Stufe 20 verfügbar. Benötigt mindestens 4 Skillpunkte in Patience und kann mit einem Stick eingesetzt werden.
CLIENT_HELP_INC_000279,Circle Healing,Circle Healing
CLIENT_HELP_INC_000280,Heals Party Members within a specified range of yourself. This skill is available at Level 25 to Players who have at least 4 Skill Points in Resurrection and can be used with any Stick.,"Heilt Gruppenmitglieder, die in Reichweite zu dir sind. Dieser Skill ist ab Stufe 25 verfügbar. Benötigt mindestens 4 Skillpunkte in Resurrection und kann mit einem Stick eingesetzt werden."
CLIENT_HELP_INC_000281,Prevention,Prevention
CLIENT_HELP_INC_000282,This spell will automatically recover all of your HP if you drop below 10% HP. This skill is available at Level 30 to Players who have at least 4 Skill Points in Circle Healing and can be used with any Stick.,"Stellt automatisch die eigenen HP wieder her, sollten diese unter 10% fallen. Dieser Skill ist ab Stufe 30 verfügbar. Benötigt mindestens 4 Skillpunkte in Circle Healing und kann mit einem Stick eingesetzt werden."
CLIENT_HELP_INC_000283,Quick Step,Quick Step
CLIENT_HELP_INC_000284,"Increases the target’s walking speed. The higher the level, the faster the target walks. This skill is available at Level 20 to Players who have at least 3 Skill Points in Heal and can be used with any Stick.","Erhöht die Laufgeschwindigkeit des Ziels. Je höher das Skilllevel, desto besser der Effekt. Dieser Skill ist ab Stufe 20 verfügbar. Benötigt mindestens 3 Skillpunkte in Heal und kann mit einem Stick eingesetzt werden."
CLIENT_HELP_INC_000285,Haste,Haste
CLIENT_HELP_INC_000286,Increases the attack speed of a target Player. This skill is available at Level 25 to Players who have at least 3 Skill Points in Quick Step and can be used with any Stick.,Erhöht die Angriffsgeschwindigkeit des Ziels. Dieser Skill ist ab Stufe 25 verfügbar. Benötigt mindestens 3 Skillpunkte in Quick Step und kann mit einem Stick eingesetzt werden.
CLIENT_HELP_INC_000287,Cat's Reflex,Reflex of Cat
CLIENT_HELP_INC_000288,Increases the Evasion rate of a target Player. This skill is available at Level 30 to Players who have at least 4 Skill Points in Haste and can be used with any Stick.,Erhöht die Ausweichrate des Ziels. Dieser Skill ist ab Stufe 30 verfügbar. Benötigt mindestens 4 Skillpunkte in Haste und kann mit einem Stick eingesetzt werden.
CLIENT_HELP_INC_000289,Cannon Ball,CannonBall
CLIENT_HELP_INC_000290,Increases the DEX of a target Player. This skill is available at Level 35 to Players who have at least 4 Skill Points in Cat's Reflex and can be used with any Stick.,Erhöht den DEX-Wert des Ziels. Dieser Skill ist ab Stufe 35 verfügbar. Benötigt mindestens 4 Skillpunkte in Cat's Reflex und kann mit einem Stick eingesetzt werden.
CLIENT_HELP_INC_000291,Mental Sign,Mental Sign
CLIENT_HELP_INC_000292,Increases the INT of a target Player. This skill is available at Level 18 to Players who have at least 3 Skill Points in Heal and can be used with any Stick.,Erhöht den INT-Wert des Ziels. Dieser Skill ist ab Stufe 18 verfügbar. Benötigt mindestens 3 Skillpunkte in Heal und kann mit einem Stick eingesetzt werden.
CLIENT_HELP_INC_000293,Heap Up,Heap Up
CLIENT_HELP_INC_000294,Increases the STA of a target Player. This skill is available at Level 20 to Players who have at least 4 Skill Points in Mental Sign and can be used with any Stick.,Erhöht den STA-Wert des Ziels. Dieser Skill ist ab Stufe 20 verfügbar. Benötigt mindestens 4 Skillpunkte in Mental Sign und kann mit einem Stick eingesetzt werden.
CLIENT_HELP_INC_000295,Beef Up,Beef Up
CLIENT_HELP_INC_000296,Increases the STR of a target Player. This skill is available at Level 25 to Players who have at least 4 Skill Points in Heap Up and can be used with any Stick.,Erhöht den STR-Wert des Ziels. Dieser Skill ist ab Stufe 25 verfügbar. Benötigt mindestens 4 Skillpunkte in Heap Up und kann mit einem Stick eingesetzt werden.
CLIENT_HELP_INC_000297,Accuracy,Accuracy
CLIENT_HELP_INC_000298,Increases the accuracy of a target player. This skill is available at Level 30 to Players who have at least 4 Skill Points in Beef Up and can be used with any Stick.,Erhöht die Genauigkeit des Ziels. Dieser Skill ist ab Stufe 30 verfügbar. Benötigt mindestens 4 Skillpunkte in Beef Up und kann mit einem Stick eingesetzt werden.
CLIENT_HELP_INC_000299,Temping Hole,Tamping Hole
CLIENT_HELP_INC_000300,"A powerful, straight punch that strikes the enemy with a concentrated attack. This skill is available at Level 20 to Players who have at least 3 Skill Points in Heal and can be used with any Knuckle.","Ein kräftiger, gerader Schlag, der den Gegner mit einem konzentrierten Angriff trifft. Dieser Skill ist ab Stufe 20 verfügbar. Benötigt mindestens 3 Skillpunkte in Heal und kann mit einem Knuckle eingesetzt werden."
CLIENT_HELP_INC_000301,Stone Hand,Stone Hand
CLIENT_HELP_INC_000302,Physical attacks gain the chance to stun the target. This skill is available at Level 25 to Players who have at least 4 Skill Points in Temping Hole and can be used with any Knuckle.,"Physische Angriffe haben die Chance, den Gegner zu betäuben. Dieser Skill ist ab Level 25 verfügbar. Benötigt mindestens 4 Skillpunkte in Temping Hole und kann mit einem Knuckle eingesetzt werden."
CLIENT_HELP_INC_000303,Burst Crack,Burst Crack
CLIENT_HELP_INC_000304,Smashes the ground and inflicts damage to enemies within the surrounding area. This skill is available at Level 28 to Players who have at least 4 Skill Points in Stone Hand and can be used with any Knuckle.,Zerschmettert den Boden und fügt Gegnern im Umkreis Schaden zu. Dieser Skill ist ab Stufe 28 verfügbar. Benötigt mindestens 4 Skillpunkte in Stone Hand und kann mit einem Knuckle eingesetzt werden.
CLIENT_HELP_INC_000305,Power Fist,Power Fist
CLIENT_HELP_INC_000306,A concentrated powerful strike. This skill is available at Level 35 to Players who have at least 4 Skill Points in Burst Crack and can be used with any Knuckle.,"Ein konzentrierter, kräftiger Schlag. Dieser Skill ist ab Stufe 35 verfügbar. Benötigt mindestens 4 Skillpunkte in Burst Crack und kann mit einem Knuckle eingesetzt werden."
CLIENT_HELP_INC_000307,Magician,Magician
CLIENT_HELP_INC_000308,Magicians control powerful elemental magic with the use of wands or staves. Magicians benefit from high intelligence.,Magicians beherrschen mächtige Elementarmagie mit Hilfe von Wands oder Staffs. Magicians profitieren von einem hohen INT-Wert.
CLIENT_HELP_INC_000309,Magicians will be able to advance in their Jobs to become either an Elementor or a Psykeeper.,"Auf deinem weiteren Weg als Magier, wirst du dich entscheiden müssen zwischen den Klassen Elementor und Psykeeper."
CLIENT_HELP_INC_000310,Mental Strike,Mental Strike
CLIENT_HELP_INC_000311,Deals non elemental magic damage to the target. Damage dealt varies by the difference of INT between the caster and the target. This skill is available at Level 15 and can be used with any Wand or Staff.,Verursacht nicht-elementaren Magieschaden. Der ausgeteilte Schaden ist abhängig von der INT-Differenz zwischen dem Zaubernden und dem Ziel. Dieser Skill ist ab Stufe 15 verfügbar und kann mit einem Wand oder Staff eingesetzt werden.
CLIENT_HELP_INC_000312,Flame Ball,Blinkpool
CLIENT_HELP_INC_000313,Strikes at the enemy with a ball of flame. This skill is available at Level 18 to Players who have at least 3 Skill Points in Mental Strike and can be used with any Wand or Staff.,Trifft den Gegner mit einem Feuerball. Dieser Skill ist ab Stufe 18 verfügbar. Benötigt mindestens 3 Skillpunkte in Mental Strike und kann mit einem Wand oder Staff eingesetzt werden.
CLIENT_HELP_INC_000314,Flame Geyser,Fire Boomerang
CLIENT_HELP_INC_000315,Inflicts intermediate fire damage to the target with a lasting Damage Over Time effect. This skill is available at Level 25 to Players who have at least 5 Skill Points in Flame Ball and can be used with any Wand or Staff.,Fügt dem Gegner mittleren Feuerschaden zu und verursacht Schaden über Zeit. Dieser Skill ist ab Stufe 25 verfügbar. Benötigt mindestens 5 Skillpunkte in Flame Ball und kann mit einem Wand oder Staff eingesetzt werden.
CLIENT_HELP_INC_000316,Fire Strike,Hot Air
CLIENT_HELP_INC_000317,Damages an enemy with a fire ball. The enemy loses health for a limited time afterwards. This skill is available at Level 30 to Players who have at least 7 Skill Points in Flame Geyser and can be used with any Wand or Staff.,Verletzt den Gegner mit einem Feuerball. Verringert für eine gewisse Zeit die HP des Gegners. Dieser Skill ist ab Stufe 30 verfügbar. Benötigt mindestens 7 Skillpunkte in Flame Geyser und kann mit einem Wand oder Staff eingesetzt werden..
CLIENT_HELP_INC_000318,Swordwind,Fire Strike
CLIENT_HELP_INC_000319,A violent wind that attacks a target from a short distance. This skill is available at Level 20 to Players who have at least 5 Skill Points in Mental Strike and can be used with any Wand or Staff.,"Ein gewaltiger Wind, der ein Ziel aus kurzer Entfernung angreift. Dieser Skill ist ab Stufe 20 verfügbar. Benötigt mindestens 5 Skillpunkte in Mental Strike und kann mit einem Wand oder Staff eingesetzt werden.."
CLIENT_HELP_INC_000320,Strongwind,Swordwind
CLIENT_HELP_INC_000321,A tornado of wind that deals damage to the target as well as pushing them back. This skill is available at Level 25 to Players who have at least 5 Skill Points in Swordwind and can be used with any Wand or Staff.,"Ein Tornado aus Wind, der dem Ziel Schaden zufügt und zurückwirft. Dieser Skill ist ab Stufe 25 verfügbar. Benötigt mindestens 5 Skillpunkte in Swordwind und kann mit einem Wand oder Staff eingesetzt werden."
CLIENT_HELP_INC_000322,Wind Cutter,Strongwind
CLIENT_HELP_INC_000323,A blade of wind that deals damage to the target. This skill is available at Level 30 to Players who have at least 7 Skill Points in Strongwind and can be used with any Wand or Staff.,"Eine Klinge aus Wind, die dem Ziel Schaden zufügt. Dieser Skill ist ab Stufe 30 verfügbar. Benötigt mindestens 7 Skillpunkte in Strongwind und kann mit einem Wand oder Staff eingesetzt werden."
CLIENT_HELP_INC_000324,Ice Missile,Wind Cutter
CLIENT_HELP_INC_000325,Inflicts basic water damage with a chance of slowing down the target’s movement. This skill is available at Level 20 to Players who have at least 3 Skill Points in Mental Strike and can be used with any Wand or Staff.,"Verursacht einfachen Wasserschaden. Chance, die Beweglichkeit des Gegners zu verringern. Dieser Skill ist ab Stufe 20 verfügbar. Benötigt mindestens 3 Skillpunkte in Mental Strike und kann mit einem Wand oder Staff eingesetzt werden."
CLIENT_HELP_INC_000326,Waterball,Ice Missile
CLIENT_HELP_INC_000327,Shoots damaging balls of water at the target. The number of balls fired increases as the skill level increases. This skill is available at Level 25 to Players who have at least 5 Skill Points in Ice Missile and can be used with any Wand or Staff.,Schießt zerstörerische Wasserkugeln auf das Ziel. Die Anzahl der Kugeln erhöht sich mit dem Skilllevel. Dieser Skill ist ab Stufe 25 verfügbar. Benötigt mindestens 5 Skillpunkte in Ice Missile und kann mit einem Wand oder Staff eingesetzt werden.
CLIENT_HELP_INC_000328,Water Well,Waterball
CLIENT_HELP_INC_000329,"A spell that throws columns of water at the target, dealing a large amount of damage. This skill is available at Level 30 to Players who have at least 7 Skill Points in Waterball and can be used with any Wand or Staff.","Schleudert Wassersäulen auf das Ziel, die großen Schaden anrichten. Dieser Skill ist ab Stufe 30 verfügbar. Benötigt mindestens 7 Skillpunkte in Waterball und kann mit einem Wand oder Staff eingesetzt werden."
CLIENT_HELP_INC_000330,Lightning Ball,Lightning Ball
CLIENT_HELP_INC_000331,A spell that gathers static electricity and forms it into a small ball that causes basic lightning damage. This skill is available at Level 18 to Players who have at least 5 Skill Points in Mental Strike and can be used with any Wand or Staff.,"Formt einen kleinen Ball aus statischer Elektrizität, der einfachen Blitzschaden verursacht. Dieser Skill ist ab Stufe 18 verfügbar. Benötigt mindestens 5 Skillpunkte in Mental Strike und kann mit einem Wand oder Staff eingesetzt werden."
CLIENT_HELP_INC_000332,Lightning Ram,Lightning Ball
CLIENT_HELP_INC_000333,Deals a medium amount of lightning damage to the target. This skill is available at Level 25 to Players who have at least 5 Skill Points in Lightning Ball and can be used with any Wand or Staff.,Fügt dem Gegner mäßigen Blitzschaden zu. Dieser Skill ist ab Stufe 25 verfügbar. Benötigt mindestens 5 Skillpunkte in Lightning Ball und kann mit einem Wand oder Staff eingesetzt werden.
CLIENT_HELP_INC_000334,Lightning Shock,Lightning Parm
CLIENT_HELP_INC_000335,Damages the enemy with a small but fast lightning ball. This skill is available at Level 40 to Players who have at least 7 Skill Points in Lightning Ram and can be used with any Wand or Staff.,"Verletzt den Gegner mit einem kleinen, aber schnellen Blitzball. Dieser Skill ist ab Stufe 40 verfügbar, benötigt mindestens 7 Skillpunkte in Lightning Shock und kann mit einem Wand oder Staff eingesetzt werden."
CLIENT_HELP_INC_000336,Stone Spike,Lightning Shock
CLIENT_HELP_INC_000337,Inflicts earth elemental damage to the opponent as well as creating a chance to stun the target. This skill is available at Level 18 to Players who have at least 2 Skill Points in Mental Strike and can be used with any Wand or Staff.,"Fügt dem Gegner Erdelementarschaden zu. Chance, den Gegner zu betäuben. Dieser Skill ist ab Stufe 18 verfügbar. Benötigt mindestens 2 Skillpunkte in Mental Strike und kann mit einem Wand oder Staff eingesetzt werden."
CLIENT_HELP_INC_000338,Rock Crash,Spike Stone
CLIENT_HELP_INC_000339,Damages the enemy with a giant stone. This skill is available at Level 25 to Players who have at least 5 Skill Points in Stone Spike and can be used with any Wand or Staff.,Verletzt den Gegner mit einem riesigen Stein. Dieser Skill ist ab Stufe 25 verfügbar. Benötigt mindestens 5 Skillpunkte in Stone Spike und kann mit einem Wand oder Staff eingesetzt werden.
CLIENT_HELP_INC_000340,Rooting,Rock Crash
CLIENT_HELP_INC_000341,Harnesses the power of the ground to prevent a user from moving. This skill is available at Level 30 to Players who have at least 7 Skill Points in Rock Crash and can be used with any Wand or Staff.,"Nutzt die Kraft der Erde, um die Bewegung des Gegners einzuschränken. Dieser Skill ist ab Stufe 30 verfügbar. Benötigt mindestens 7 Skillpunkte in Rock Crash und kann mit einem Wand oder Staff eingesetzt werden."
CLIENT_HELP_INC_000342,Blinkpool,Rooting
CLIENT_HELP_INC_000343,Teleports the user in a specified location within the limited range. The range increases as the skill level goes up. This skill is available at Level 30 to Players who have at least 3 Skill Points in Mental Strike and can be used with any Wand or Staff.,"Teleportiert den Anwender an den gewählten Ort, die Reichweite ist begrenzt. Die Reichweite erhöht sich mit höherem Skilllevel. Dieser Skill ist ab Stufe 30 verfügbar. Benötigt mindestens 3 Skillpunkte in Mental Strike und kann mit einem Wand oder Staff eingesetzt werden."
CLIENT_HELP_INC_000344,Power Stomp,Pain Stomp
CLIENT_HELP_INC_000345,Hits the ground with the handle of the axe. The shock wave deals damage with a chance to stun to all nearby enemies. The damage and stun chance will increase with every Skill Level. This skill is available at Level 65 to Players who have at least 4 Skill Points in Pain Dealer and can be used with any two handed Axe.,"Schlägt mit dem Griff der Axt auf den Boden. Die Druckwelle fügt allen Gegnern in der Nähe Schaden zu. Chance, alle Gegner in Reichweite zu betäuben. Der Schaden und die Wahrscheinlichkeit der Betäubung erhöhen sich mit dem Skilllevel. Dieser Skill ist ab Stufe 65 verfügbar. Benötigt mindestens 4 Skillpunkte in Pain Dealer und kann mit einer Zweihandaxt eingesetzt werden."
CLIENT_HELP_INC_000346,Knight,Knight
CLIENT_HELP_INC_000347,Mercenaries who chose to follow the teachings of the Hero Billaon become Knights. Knights are capable of incredible defense and possess the power to withstand the greatest assaults.,"Mercenaries, die sich entschlossen haben, den Lehren des Helden Billaon zu folgen, werden zu Knights. Knights besitzen eine unglaubliche Verteidigungsfähigkeit und können den größten Angriffen widerstehen."
CLIENT_HELP_INC_000348,Charge,Charge
CLIENT_HELP_INC_000349,A melee attack that deals maximum damage to a monster regardless of its level. This skill is available at Level 60 to Players who have at least 3 Skill Points in Sword Mastery and can be used with any two handed Sword.,"Ein Nahkampfangriff, der dem Gegner unabhängig von dessen Level maximalen Schaden zufügt. Dieser Skill ist ab Stufe 60 verfügbar. Benötigt mindestens 3 Skillpunkte in Sword Mastery und kann mit einem Zweihandschwert eingesetzt werden."
CLIENT_HELP_INC_000350,Earth Divider,Earth Divider
CLIENT_HELP_INC_000351,A skill which damages nearby enemies. Higher Skill Level will result in more damage. This skill is available at Level 65 to Players who have at least 4 Skill Points in Charge and can be used with any two handed Sword.,"Fügt allen Gegnern in der Nähe Schaden zu. Je höher das Skilllevel, desto mehr Schaden wird verursacht. Dieser Skill ist ab Stufe 65 verfügbar. Benötigt mindestens 4 Skillpunkte in Charge und kann mit einem Zweihandschwert eingesetzt werden."
CLIENT_HELP_INC_000352,Pain Dealer,Pain Dealer
CLIENT_HELP_INC_000353,A melee skill which damages the target as  lowering its defense. Higher Skill Level will result in more damage and a bigger decrease in defense. This skill is available at Level 60 to Players who have at least 3 Skill Points in Axe Mastery and can be used with any two handed Axe.,"Nahkampfangriff, der Schaden zufügt und die Verteidigung des Gegners reduziert. Mit höherem Skilllevel erhöht sich der Schaden und die Verteidigung wird stärker reduziert. Dieser Skill ist ab Stufe 60 verfügbar. Benötigt mindestens 3 Skillpunkte in Axe Mastery und kann mit einer Zweihandaxt eingesetzt werden."
CLIENT_HELP_INC_000354,Guard,Guard
CLIENT_HELP_INC_000355,Increases the characters defense but reduces the characters attack power. This skill is available at Level 62 and can be used with either a two handed Axe or Sword.,"Erhöht die Verteidigung des Charakters, verringert dafür die Angriffskraft. Dieser Skill ist ab Stufe 62 verfügbar. Kann mit einer Zweihandaxt oder einem Zweihandschwert eingesetzt werden."
CLIENT_HELP_INC_000356,Rage,Rage
CLIENT_HELP_INC_000357,"Increases the characters attack power and HP, but it also reduces the characters defense and accuracy. This skill is available at Level 65 to Players who have at least 5 Skill Points in Guard and can be used with either a two handed Axe or Sword.","Erhöht die Angriffskraft und HP des Charakters, verringert dafür die Verteidigung und Genauigkeit. Dieser Skill ist ab Stufe 65 verfügbar. Benötigt mindestens 5 Skillpunkte in Guard und kann mit einer Zweihandaxt oder einem Zweihandschwert eingesetzt werden."
CLIENT_HELP_INC_000358,Pain Reflection,Pain Reflection
CLIENT_HELP_INC_000359,Reflects a portion of damage you receive back at the target. This skill is available at Level 70 to Players who have at least 4 Skill Points in Rage and can be used with either a two handed Axe or Sword.,Reflektiert einen Teil des eingehenden Schadens auf das Ziel. Dieser Skill ist ab Stufe 70 verfügbar. Benötigt mindestens 4 Skillpunkte in Rage und kann mit einer Zweihandaxt oder einem Zweihandschwert eingesetzt werden.
CLIENT_HELP_INC_000360,Power Swing,Power Swing
CLIENT_HELP_INC_000361,"A huge horizontal swing that deals damage, and knocks enemies back. This skill is available at Level 75 to Players who have at least 7 Skill Points in Pain Reflection and can be used with either a two handed Axe or Sword.","Ein mächtiger horizontaler Hieb, der Schaden verursacht und die Gegner zurückwirft. Dieser Skill ist ab Stufe 75 verfügbar. Benötigt mindestens 7 Skillpunkte in Pain Reflection und kann mit einer Zweihandaxt oder einem Zweihandschwert eingesetzt werden."
CLIENT_HELP_INC_000362,Blade,Blade
CLIENT_HELP_INC_000363,Blades are a second class for mercenaries and are the best damage dealers in the game. As a blade you will be able to wield two weapons at the same time and thus drastically increase your damage output.,Blade ist die zweite Klasse nach Mercenary. Sie verursachen den meisten Schaden im Spiel. Als Blade kannst du zwei Einhandwaffen gleichzeitig tragen und so deinen Schaden drastisch erhöhen.
CLIENT_HELP_INC_000364,Silent Strike,Silent Strike
CLIENT_HELP_INC_000365,A melee skill which deals a vicious cut in a sliding motion to the enemy. This skill is available at Level 60 to Players who have at least 3 Skill Points in Sword Mastery and can be used with a one handed Sword.,"Eine Nahkampf-Fertigkeit, die dem Feind einen bösartigen Schnitt in einer gleitenden Bewegung zufügt. Diese Fertigkeit steht Spielern, die mindestens 3 Fertigkeitspunkte in Schwertbeherrschung haben, auf Stufe 60 zur Verfügung und kann mit einem Einhandschwert verwendet werden."
CLIENT_HELP_INC_000366,Blade Dance,Blade Dance
CLIENT_HELP_INC_000367,Uses both swords to attack all of the enemies around the wielder. This skill is available at Level 65 to Players who have at least 5 Skill Points in Silent Strike and can be used with a one handed Sword.,Ein zweihändiger Schwertskill der dem Gegner im näheren Umkreis der Attacke Schaden zufügt.
CLIENT_HELP_INC_000368,Spring Attack,Spring Attack
CLIENT_HELP_INC_000369,Strike at multiple enemies times. This skill is available at Level 60 to Players who have at least 3 Skill Points in Axe Mastery and can be used with two one handed axes.,Ein Axt Skill der den Gegner mit 4 schnellen Schlägen penetriert.
CLIENT_HELP_INC_000370,Hawk Attack,Hawk Attack
CLIENT_HELP_INC_000371,"Jumps, striking the enemy with both weapons. Deals massive damage and possibly blinds the enemy for a short period of time. This skill is available at Level 65 to Players who have at least 5 Skill Points in Silent Strike and can be used with two one handed axes.","Ein zweihändiger Axt Skill, der dem Gegner im näheren Umkreis der Attacke Schaden zufügt."
CLIENT_HELP_INC_000372,Armor Penetrate,Armor Penetrate
CLIENT_HELP_INC_000373,A melee skill which ignores 50% of target's defense rating. This skill is available at Level 62 and can be used with a one handed Sword or Axe.,Ein Angriff der dem Gegner Schaden zufügt und die Verteidigung des Gegner s ignoriert.
CLIENT_HELP_INC_000374,Berserk,Berserk
CLIENT_HELP_INC_000375,"Temporarily raises attack power and attack speed, but you can not use any skills for the duration of the spell. This skill is available at Level 65 to Players who have at least 4 Skill Points in Armor Penetrate and can be used with a one handed Sword or Axe.","Ein Skill, der den eigenen Angriff stärkt. Während der Dauer des Skills, kannst du keine anderen Skills verwenden."
CLIENT_HELP_INC_000376,Sonic Blade,Sonic Blade
CLIENT_HELP_INC_000377,"Gathers a powerful aura and transfers it to your weapon, and then deals damage to the closest enemy. This skill is available at Level 70 to Players who have at least 7 Skill Points in Berserk and can be used with a one handed Sword or Axe.","Sammelt Aurakräfte und transferiert sie von der Hand in die Waffe, was zu einem großen Schaden am Ziel führt."
CLIENT_HELP_INC_000378,Cross Strike,Cross Strike
CLIENT_HELP_INC_000379,A strong attack is dealt to the enemy with both weapons at once. This skill is available at Level 75 to Players who have at least 7 Skill Points in Sonic Blade and can be used with a one handed Sword or Axe.,"Eine starke Attacke gegen den Gegner, indem man die Waffe mit beiden Händen über Kreuz schwingt."
CLIENT_HELP_INC_000380,Jester,Jester
CLIENT_HELP_INC_000381,"The first job class for Acrobats, they specialize in strong attacks made with a Yo-yo.","Dies ist die zweite Jobklasse des Acrobat, die mit dem Yoyo noch viel mächtigere Skills verwenden kann."
CLIENT_HELP_INC_000382,placholder 31,placholder 31
CLIENT_HELP_INC_000383,Critical swing,Critical Swing
CLIENT_HELP_INC_000384,Increase the probability of a critical strike.,Erhöht die Chance auf einen kritischen Angriff.
CLIENT_HELP_INC_000385,Enchant Poison,Enchant Poison
CLIENT_HELP_INC_000386,Plastering poison on the weapon to increase the normal damage and available to infect the enemy with poision,Die Waffe wird mit Gift eingerieben um den normalen Schaden zu erhöhen ermöglicht es den Gegner zu vergiften.
CLIENT_HELP_INC_000387,Enchant Bleed,Enchant Bleed
CLIENT_HELP_INC_000388,Increase the normal damage with the bleeding attribute and available to make the enemy bleeding.,Erhöht den normalen Schaden und lässt den Gegner bluten.
CLIENT_HELP_INC_000389,Enchant Absorb,Enchant Absorb
CLIENT_HELP_INC_000390,You can drain the HP of enemy with striking. The drain will be occurred with certain probability.,Du kannst dem Gegner mit einem Schlag HP entziehen. Der HP Entzug tritt mit einer gewissen Wahrscheinlichkeit auf.
CLIENT_HELP_INC_000391,Back Step,Back Step
CLIENT_HELP_INC_000392,"When attacking from behind, deals a critical strike to the enemy. Also has a chance to stun the enemy.","Du kannst einen äußerst kritischen Treffer landen, wenn du hinter dem Gegner stehst. Wenn du den Skill Dark Illusion benutzt, kannst du mehr Schaden anrichten."
CLIENT_HELP_INC_000393,Hit of Penya,Hit of Penya
CLIENT_HELP_INC_000394,Uses a Yo-yo and a small amount of Penya to deal massive damage.,"Du kannst einen starken Angriff ausführen indem ein Penya abgibst. Der Schaden wird der gleiche sein, wie die Menge der Penya die du dafür abgibst und die Verteidigung wird während des Angriffs ignoriert."
CLIENT_HELP_INC_000395,Escape,Escape
CLIENT_HELP_INC_000396,Enables character to escape from any movement impairing effects.,"Du kannst dich hiermit von einigen Skills befreien, die dich bewegungsunfähig machen. (Satanology und Snear)."
CLIENT_HELP_INC_000397,Vital Stab,Vital Stab
CLIENT_HELP_INC_000398,"While using Dark Illusion, allows for a sudden attack from the shadows.","Der Schaden wird verdoppelt, aber du kannst diesen Skill nur in Verbindung mit Dark Illusion verwenden."
