Key,English,Polish
CLIENT_HELP_INC_000291,Mental Sign,Znak Umysłu
CLIENT_HELP_INC_000292,Increases the INT of a target Player. This skill is available at Level 18 to Players who have at least 3 Skill Points in Heal and can be used with any Stick.,Increases the INT of a target Player. This skill is available at Level 18 to Players who have at least 3 Skill Points in Heal and can be used with any Stick.
CLIENT_HELP_INC_000293,Heap Up,Napakowanie
CLIENT_HELP_INC_000294,Increases the STA of a target Player. This skill is available at Level 20 to Players who have at least 4 Skill Points in Mental Sign and can be used with any Stick.,Increases the STA of a target Player. This skill is available at Level 20 to Players who have at least 4 Skill Points in Mental Sign and can be used with any Stick.
CLIENT_HELP_INC_000295,Beef Up,Napompowanie
CLIENT_HELP_INC_000296,Increases the STR of a target Player. This skill is available at Level 25 to Players who have at least 4 Skill Points in Heap Up and can be used with any Stick.,Increases the STR of a target Player. This skill is available at Level 25 to Players who have at least 4 Skill Points in Heap Up and can be used with any Stick.
CLIENT_HELP_INC_000297,Accuracy,Celność
CLIENT_HELP_INC_000298,Increases the accuracy of a target player. This skill is available at Level 30 to Players who have at least 4 Skill Points in Beef Up and can be used with any Stick.,Increases the accuracy of a target player. This skill is available at Level 30 to Players who have at least 4 Skill Points in Beef Up and can be used with any Stick.
CLIENT_HELP_INC_000299,Temping Hole,Zamaszysta Pięść
CLIENT_HELP_INC_000300,"A powerful, straight punch that strikes the enemy with a concentrated attack. This skill is available at Level 20 to Players who have at least 3 Skill Points in Heal and can be used with any Knuckle.","A powerful, straight punch that strikes the enemy with a concentrated attack. This skill is available at Level 20 to Players who have at least 3 Skill Points in Heal and can be used with any Knuckle."
CLIENT_HELP_INC_000301,Stone Hand,Stone Hand
CLIENT_HELP_INC_000302,Physical attacks gain the chance to stun the target. This skill is available at Level 25 to Players who have at least 4 Skill Points in Temping Hole and can be used with any Knuckle.,Physical attacks gain the chance to stun the target. This skill is available at Level 25 to Players who have at least 4 Skill Points in Temping Hole and can be used with any Knuckle.
CLIENT_HELP_INC_000303,Burst Crack,Wybuchowe Pęknięcie
CLIENT_HELP_INC_000304,Smashes the ground and inflicts damage to enemies within the surrounding area. This skill is available at Level 28 to Players who have at least 4 Skill Points in Stone Hand and can be used with any Knuckle.,Smashes the ground and inflicts damage to enemies within the surrounding area. This skill is available at Level 28 to Players who have at least 4 Skill Points in Stone Hand and can be used with any Knuckle.
CLIENT_HELP_INC_000305,Power Fist,Pięść Mocy
CLIENT_HELP_INC_000306,A concentrated powerful strike. This skill is available at Level 35 to Players who have at least 4 Skill Points in Burst Crack and can be used with any Knuckle.,A concentrated powerful strike. This skill is available at Level 35 to Players who have at least 4 Skill Points in Burst Crack and can be used with any Knuckle.
CLIENT_HELP_INC_000307,Magician,Mag
CLIENT_HELP_INC_000308,Magicians control powerful elemental magic with the use of wands or staves. Magicians benefit from high intelligence.,Magicians control powerful elemental magic with the use of wands or staves. Magicians benefit from high intelligence.
CLIENT_HELP_INC_000309,Magicians will be able to advance in their Jobs to become either an Elementor or a Psykeeper.,Magicians will be able to advance in their Jobs to become either an Elementor or a Psykeeper.
CLIENT_HELP_INC_000310,Mental Strike,Psychiczny Atak
CLIENT_HELP_INC_000311,Deals non elemental magic damage to the target. Damage dealt varies by the difference of INT between the caster and the target. This skill is available at Level 15 and can be used with any Wand or Staff.,Deals non elemental magic damage to the target. Damage dealt varies by the difference of INT between the caster and the target. This skill is available at Level 15 and can be used with any Wand or Staff.
CLIENT_HELP_INC_000312,Flame Ball,Kula Ognia
CLIENT_HELP_INC_000313,Strikes at the enemy with a ball of flame. This skill is available at Level 18 to Players who have at least 3 Skill Points in Mental Strike and can be used with any Wand or Staff.,Strikes at the enemy with a ball of flame. This skill is available at Level 18 to Players who have at least 3 Skill Points in Mental Strike and can be used with any Wand or Staff.
CLIENT_HELP_INC_000314,Flame Geyser,Ognisty Gejzer
CLIENT_HELP_INC_000315,Inflicts intermediate fire damage to the target with a lasting Damage Over Time effect. This skill is available at Level 25 to Players who have at least 5 Skill Points in Flame Ball and can be used with any Wand or Staff.,Inflicts intermediate fire damage to the target with a lasting Damage Over Time effect. This skill is available at Level 25 to Players who have at least 5 Skill Points in Flame Ball and can be used with any Wand or Staff.
CLIENT_HELP_INC_000316,Fire Strike,Ognista Eksplozja
CLIENT_HELP_INC_000317,Damages an enemy with a fire ball. The enemy loses health for a limited time afterwards. This skill is available at Level 30 to Players who have at least 7 Skill Points in Flame Geyser and can be used with any Wand or Staff.,Damages an enemy with a fire ball. The enemy loses health for a limited time afterwards. This skill is available at Level 30 to Players who have at least 7 Skill Points in Flame Geyser and can be used with any Wand or Staff.
CLIENT_HELP_INC_000318,Swordwind,Miecz Wiatru
CLIENT_HELP_INC_000319,A violent wind that attacks a target from a short distance. This skill is available at Level 20 to Players who have at least 5 Skill Points in Mental Strike and can be used with any Wand or Staff.,A violent wind that attacks a target from a short distance. This skill is available at Level 20 to Players who have at least 5 Skill Points in Mental Strike and can be used with any Wand or Staff.
CLIENT_HELP_INC_000320,Strongwind,Silny Podmuch
CLIENT_HELP_INC_000321,A tornado of wind that deals damage to the target as well as pushing them back. This skill is available at Level 25 to Players who have at least 5 Skill Points in Swordwind and can be used with any Wand or Staff.,A tornado of wind that deals damage to the target as well as pushing them back. This skill is available at Level 25 to Players who have at least 5 Skill Points in Swordwind and can be used with any Wand or Staff.
CLIENT_HELP_INC_000322,Wind Cutter,Powietrzny Siekacz
CLIENT_HELP_INC_000323,A blade of wind that deals damage to the target. This skill is available at Level 30 to Players who have at least 7 Skill Points in Strongwind and can be used with any Wand or Staff.,A blade of wind that deals damage to the target. This skill is available at Level 30 to Players who have at least 7 Skill Points in Strongwind and can be used with any Wand or Staff.
CLIENT_HELP_INC_000324,Ice Missile,Lodowy Pocisk
CLIENT_HELP_INC_000325,Inflicts basic water damage with a chance of slowing down the target’s movement. This skill is available at Level 20 to Players who have at least 3 Skill Points in Mental Strike and can be used with any Wand or Staff.,Inflicts basic water damage with a chance of slowing down the target’s movement. This skill is available at Level 20 to Players who have at least 3 Skill Points in Mental Strike and can be used with any Wand or Staff.
CLIENT_HELP_INC_000326,Waterball,Kula Wody
CLIENT_HELP_INC_000327,Shoots damaging balls of water at the target. The number of balls fired increases as the skill level increases. This skill is available at Level 25 to Players who have at least 5 Skill Points in Ice Missile and can be used with any Wand or Staff.,Shoots damaging balls of water at the target. The number of balls fired increases as the skill level increases. This skill is available at Level 25 to Players who have at least 5 Skill Points in Ice Missile and can be used with any Wand or Staff.
CLIENT_HELP_INC_000328,Water Well,Studnia Wody
CLIENT_HELP_INC_000329,"A spell that throws columns of water at the target, dealing a large amount of damage. This skill is available at Level 30 to Players who have at least 7 Skill Points in Waterball and can be used with any Wand or Staff.","A spell that throws columns of water at the target, dealing a large amount of damage. This skill is available at Level 30 to Players who have at least 7 Skill Points in Waterball and can be used with any Wand or Staff."
CLIENT_HELP_INC_000330,Lightning Ball,Kula Energii
CLIENT_HELP_INC_000331,A spell that gathers static electricity and forms it into a small ball that causes basic lightning damage. This skill is available at Level 18 to Players who have at least 5 Skill Points in Mental Strike and can be used with any Wand or Staff.,A spell that gathers static electricity and forms it into a small ball that causes basic lightning damage. This skill is available at Level 18 to Players who have at least 5 Skill Points in Mental Strike and can be used with any Wand or Staff.
CLIENT_HELP_INC_000332,Lightning Ram,Piorunujący Taran
CLIENT_HELP_INC_000333,Deals a medium amount of lightning damage to the target. This skill is available at Level 25 to Players who have at least 5 Skill Points in Lightning Ball and can be used with any Wand or Staff.,Deals a medium amount of lightning damage to the target. This skill is available at Level 25 to Players who have at least 5 Skill Points in Lightning Ball and can be used with any Wand or Staff.
CLIENT_HELP_INC_000334,Lightning Shock,Piorunujący Wstrząs
CLIENT_HELP_INC_000335,Damages the enemy with a small but fast lightning ball. This skill is available at Level 40 to Players who have at least 7 Skill Points in Lightning Ram and can be used with any Wand or Staff.,Damages the enemy with a small but fast lightning ball. This skill is available at Level 40 to Players who have at least 7 Skill Points in Lightning Ram and can be used with any Wand or Staff.
CLIENT_HELP_INC_000336,Stone Spike,Kamienny Kieł
CLIENT_HELP_INC_000337,Inflicts earth elemental damage to the opponent as well as creating a chance to stun the target. This skill is available at Level 18 to Players who have at least 2 Skill Points in Mental Strike and can be used with any Wand or Staff.,Inflicts earth elemental damage to the opponent as well as creating a chance to stun the target. This skill is available at Level 18 to Players who have at least 2 Skill Points in Mental Strike and can be used with any Wand or Staff.
CLIENT_HELP_INC_000338,Rock Crash,Kamienne Rozbicie
CLIENT_HELP_INC_000339,Damages the enemy with a giant stone. This skill is available at Level 25 to Players who have at least 5 Skill Points in Stone Spike and can be used with any Wand or Staff.,Damages the enemy with a giant stone. This skill is available at Level 25 to Players who have at least 5 Skill Points in Stone Spike and can be used with any Wand or Staff.
CLIENT_HELP_INC_000340,Rooting,Zakorzenienie
CLIENT_HELP_INC_000341,Harnesses the power of the ground to prevent a user from moving. This skill is available at Level 30 to Players who have at least 7 Skill Points in Rock Crash and can be used with any Wand or Staff.,Harnesses the power of the ground to prevent a user from moving. This skill is available at Level 30 to Players who have at least 7 Skill Points in Rock Crash and can be used with any Wand or Staff.
CLIENT_HELP_INC_000342,Blinkpool,Teleportacja
CLIENT_HELP_INC_000343,Teleports the user in a specified location within the limited range. The range increases as the skill level goes up. This skill is available at Level 30 to Players who have at least 3 Skill Points in Mental Strike and can be used with any Wand or Staff.,Teleports the user in a specified location within the limited range. The range increases as the skill level goes up. This skill is available at Level 30 to Players who have at least 3 Skill Points in Mental Strike and can be used with any Wand or Staff.
CLIENT_HELP_INC_000344,Power Stomp,Potężne Tupnięcie
CLIENT_HELP_INC_000345,Hits the ground with the handle of the axe. The shock wave deals damage with a chance to stun to all nearby enemies. The damage and stun chance will increase with every Skill Level. This skill is available at Level 65 to Players who have at least 4 Skill Points in Pain Dealer and can be used with any two handed Axe.,Hits the ground with the handle of the axe. The shock wave deals damage with a chance to stun to all nearby enemies. The damage and stun chance will increase with every Skill Level. This skill is available at Level 65 to Players who have at least 4 Skill Points in Pain Dealer and can be used with any two handed Axe.
CLIENT_HELP_INC_000346,Knight,Rycerz
CLIENT_HELP_INC_000347,Mercenaries who chose to follow the teachings of the Hero Billaon become Knights. Knights are capable of incredible defense and possess the power to withstand the greatest assaults.,Mercenaries who chose to follow the teachings of the Hero Billaon become Knights. Knights are capable of incredible defense and possess the power to withstand the greatest assaults.
CLIENT_HELP_INC_000348,Charge,Szarża
CLIENT_HELP_INC_000349,A melee attack that deals maximum damage to a monster regardless of its level. This skill is available at Level 60 to Players who have at least 3 Skill Points in Sword Mastery and can be used with any two handed Sword.,A melee attack that deals maximum damage to a monster regardless of its level. This skill is available at Level 60 to Players who have at least 3 Skill Points in Sword Mastery and can be used with any two handed Sword.
CLIENT_HELP_INC_000350,Earth Divider,Przepołowienie Ziemi
CLIENT_HELP_INC_000351,A skill which damages nearby enemies. Higher Skill Level will result in more damage. This skill is available at Level 65 to Players who have at least 4 Skill Points in Charge and can be used with any two handed Sword.,A skill which damages nearby enemies. Higher Skill Level will result in more damage. This skill is available at Level 65 to Players who have at least 4 Skill Points in Charge and can be used with any two handed Sword.
CLIENT_HELP_INC_000352,Pain Dealer,Bolesna Rana
CLIENT_HELP_INC_000353,A melee skill which damages the target as  lowering its defense. Higher Skill Level will result in more damage and a bigger decrease in defense. This skill is available at Level 60 to Players who have at least 3 Skill Points in Axe Mastery and can be used with any two handed Axe.,A melee skill which damages the target as  lowering its defense. Higher Skill Level will result in more damage and a bigger decrease in defense. This skill is available at Level 60 to Players who have at least 3 Skill Points in Axe Mastery and can be used with any two handed Axe.
CLIENT_HELP_INC_000354,Guard,Stróż
CLIENT_HELP_INC_000355,Increases the characters defense but reduces the characters attack power. This skill is available at Level 62 and can be used with either a two handed Axe or Sword.,Increases the characters defense but reduces the characters attack power. This skill is available at Level 62 and can be used with either a two handed Axe or Sword.
CLIENT_HELP_INC_000356,Rage,Szał
CLIENT_HELP_INC_000357,"Increases the characters attack power and HP, but it also reduces the characters defense and accuracy. This skill is available at Level 65 to Players who have at least 5 Skill Points in Guard and can be used with either a two handed Axe or Sword.","Increases the characters attack power and HP, but it also reduces the characters defense and accuracy. This skill is available at Level 65 to Players who have at least 5 Skill Points in Guard and can be used with either a two handed Axe or Sword."
CLIENT_HELP_INC_000358,Pain Reflection,Odbicie Bólu
CLIENT_HELP_INC_000359,Reflects a portion of damage you receive back at the target. This skill is available at Level 70 to Players who have at least 4 Skill Points in Rage and can be used with either a two handed Axe or Sword.,Reflects a portion of damage you receive back at the target. This skill is available at Level 70 to Players who have at least 4 Skill Points in Rage and can be used with either a two handed Axe or Sword.
CLIENT_HELP_INC_000360,Power Swing,Potężny Zamach
CLIENT_HELP_INC_000361,"A huge horizontal swing that deals damage, and knocks enemies back. This skill is available at Level 75 to Players who have at least 7 Skill Points in Pain Reflection and can be used with either a two handed Axe or Sword.","A huge horizontal swing that deals damage, and knocks enemies back. This skill is available at Level 75 to Players who have at least 7 Skill Points in Pain Reflection and can be used with either a two handed Axe or Sword."
CLIENT_HELP_INC_000362,Blade,Tancerz Ostrza
CLIENT_HELP_INC_000363,Blades are a second class for mercenaries and are the best damage dealers in the game. As a blade you will be able to wield two weapons at the same time and thus drastically increase your damage output.,Blades are a second class for mercenaries and are the best damage dealers in the game. As a blade you will be able to wield two weapons at the same time and thus drastically increase your damage output.
CLIENT_HELP_INC_000364,Silent Strike,Ciche Cięcie
CLIENT_HELP_INC_000365,A melee skill which deals a vicious cut in a sliding motion to the enemy. This skill is available at Level 60 to Players who have at least 3 Skill Points in Sword Mastery and can be used with a one handed Sword.,A melee skill which deals a vicious cut in a sliding motion to the enemy. This skill is available at Level 60 to Players who have at least 3 Skill Points in Sword Mastery and can be used with a one handed Sword.
CLIENT_HELP_INC_000366,Blade Dance,Taniec Mieczy
CLIENT_HELP_INC_000367,Uses both swords to attack all of the enemies around the wielder. This skill is available at Level 65 to Players who have at least 5 Skill Points in Silent Strike and can be used with a one handed Sword.,Uses both swords to attack all of the enemies around the wielder. This skill is available at Level 65 to Players who have at least 5 Skill Points in Silent Strike and can be used with a one handed Sword.
CLIENT_HELP_INC_000368,Spring Attack,Sprężysty Atak
CLIENT_HELP_INC_000369,Strike at multiple enemies times. This skill is available at Level 60 to Players who have at least 3 Skill Points in Axe Mastery and can be used with two one handed axes.,Strike at multiple enemies times. This skill is available at Level 60 to Players who have at least 3 Skill Points in Axe Mastery and can be used with two one handed axes.
CLIENT_HELP_INC_000370,Hawk Attack,Atak Jastrzębia
CLIENT_HELP_INC_000371,"Jumps, striking the enemy with both weapons. Deals massive damage and possibly blinds the enemy for a short period of time. This skill is available at Level 65 to Players who have at least 5 Skill Points in Silent Strike and can be used with two one handed axes.","Jumps, striking the enemy with both weapons. Deals massive damage and possibly blinds the enemy for a short period of time. This skill is available at Level 65 to Players who have at least 5 Skill Points in Silent Strike and can be used with two one handed axes."
CLIENT_HELP_INC_000372,Armor Penetrate,Przebicie Pancerza
CLIENT_HELP_INC_000373,A melee skill which ignores 50% of target's defense rating. This skill is available at Level 62 and can be used with a one handed Sword or Axe.,A melee skill which ignores 50% of target's defense rating. This skill is available at Level 62 and can be used with a one handed Sword or Axe.
CLIENT_HELP_INC_000374,Berserk,Berserk
CLIENT_HELP_INC_000375,"Temporarily raises attack power and attack speed, but you can not use any skills for the duration of the spell. This skill is available at Level 65 to Players who have at least 4 Skill Points in Armor Penetrate and can be used with a one handed Sword or Axe.","Temporarily raises attack power and attack speed, but you can not use any skills for the duration of the spell. This skill is available at Level 65 to Players who have at least 4 Skill Points in Armor Penetrate and can be used with a one handed Sword or Axe."
CLIENT_HELP_INC_000376,Sonic Blade,Soniczne Ostrze
CLIENT_HELP_INC_000377,"Gathers a powerful aura and transfers it to your weapon, and then deals damage to the closest enemy. This skill is available at Level 70 to Players who have at least 7 Skill Points in Berserk and can be used with a one handed Sword or Axe.","Gathers a powerful aura and transfers it to your weapon, and then deals damage to the closest enemy. This skill is available at Level 70 to Players who have at least 7 Skill Points in Berserk and can be used with a one handed Sword or Axe."
CLIENT_HELP_INC_000378,Cross Strike,Krzyżowe Cięcie
CLIENT_HELP_INC_000379,A strong attack is dealt to the enemy with both weapons at once. This skill is available at Level 75 to Players who have at least 7 Skill Points in Sonic Blade and can be used with a one handed Sword or Axe.,A strong attack is dealt to the enemy with both weapons at once. This skill is available at Level 75 to Players who have at least 7 Skill Points in Sonic Blade and can be used with a one handed Sword or Axe.
CLIENT_HELP_INC_000380,Jester,Figlarz
CLIENT_HELP_INC_000381,"The first job class for Acrobats, they specialize in strong attacks made with a Yo-yo.","The first job class for Acrobats, they specialize in strong attacks made with a Yo-yo."
CLIENT_HELP_INC_000382,placholder 31,placholder 31
CLIENT_HELP_INC_000383,Critical swing,Critical swing
CLIENT_HELP_INC_000384,Increase the probability of a critical strike.,Increase the probability of a critical strike.
CLIENT_HELP_INC_000385,Enchant Poison,Zaczarowana Trucizna
CLIENT_HELP_INC_000386,Plastering poison on the weapon to increase the normal damage and available to infect the enemy with poision,Plastering poison on the weapon to increase the normal damage and available to infect the enemy with poision
CLIENT_HELP_INC_000387,Enchant Bleed,Enchant Bleed
CLIENT_HELP_INC_000388,Increase the normal damage with the bleeding attribute and available to make the enemy bleeding.,Increase the normal damage with the bleeding attribute and available to make the enemy bleeding.
CLIENT_HELP_INC_000389,Enchant Absorb,Zaczarowane Pochłanianie
CLIENT_HELP_INC_000390,You can drain the HP of enemy with striking. The drain will be occurred with certain probability.,You can drain the HP of enemy with striking. The drain will be occurred with certain probability.
CLIENT_HELP_INC_000391,Back Step,Back Step
CLIENT_HELP_INC_000392,"When attacking from behind, deals a critical strike to the enemy. Also has a chance to stun the enemy.","When attacking from behind, deals a critical strike to the enemy. Also has a chance to stun the enemy."
CLIENT_HELP_INC_000393,Hit of Penya,Hit of Penya
CLIENT_HELP_INC_000394,Uses a Yo-yo and a small amount of Penya to deal massive damage.,Uses a Yo-yo and a small amount of Penya to deal massive damage.
CLIENT_HELP_INC_000395,Escape,Escape
CLIENT_HELP_INC_000396,Enables character to escape from any movement impairing effects.,Enables character to escape from any movement impairing effects.
CLIENT_HELP_INC_000397,Vital Stab,Vital Stab
CLIENT_HELP_INC_000398,"While using Dark Illusion, allows for a sudden attack from the shadows.","While using Dark Illusion, allows for a sudden attack from the shadows."
CLIENT_HELP_INC_000399,Ranger,Ranger
CLIENT_HELP_INC_000400,"The second job class for Acrobats, they specialize in long distance attacks, mainly with a bow.","The second job class for Acrobats, they specialize in long distance attacks, mainly with a bow."
CLIENT_HELP_INC_000401,placholder 32,placholder 32
CLIENT_HELP_INC_000402,Critical Shot,Critical Shot
CLIENT_HELP_INC_000403,This skill increases Critical Hit for a limited time.,This skill increases Critical Hit for a limited time.
CLIENT_HELP_INC_000404,Ice Arrow,Ice Arrow
CLIENT_HELP_INC_000405,"This skill causes an explosion of frost, slowing all enemies in a certain area for a certain period of time.","This skill causes an explosion of frost, slowing all enemies in a certain area for a certain period of time."
CLIENT_HELP_INC_000406,Flame Arrow,Flame Arrow
CLIENT_HELP_INC_000407,This skill gives the fire element to arrows and damages surrounding enemies.,This skill gives the fire element to arrows and damages surrounding enemies.
CLIENT_HELP_INC_000408,Piercing Arrow,Piercing Arrow
CLIENT_HELP_INC_000409,"This skill pierces monsters who are a straight line, dealing damage to all of them.","This skill pierces monsters who are a straight line, dealing damage to all of them."
CLIENT_HELP_INC_000410,Poison Arrow,Poison Arrow
CLIENT_HELP_INC_000411,The strong damage and continuous poisonous damage will be occurred simutaneously.,The strong damage and continuous poisonous damage will be occurred simutaneously.
CLIENT_HELP_INC_000412,Silent Arrow,Silent Arrow
CLIENT_HELP_INC_000413,"Deals strong damage and silences the target. While silenced, the target cannot cast spells of any kind.","Deals strong damage and silences the target. While silenced, the target cannot cast spells of any kind."
CLIENT_HELP_INC_000414,Nature,Nature
CLIENT_HELP_INC_000415,This skill heightens the users senses with nature to increase Magic Defense & Bow Range.,This skill heightens the users senses with nature to increase Magic Defense & Bow Range.
CLIENT_HELP_INC_000416,Triple shot,Triple shot
CLIENT_HELP_INC_000417,Triple arrows will be shot to deal strong damage.,Triple arrows will be shot to deal strong damage.
CLIENT_HELP_INC_000418,Ringmaster,Mistrz Areny
CLIENT_HELP_INC_000419,"The first job class for Assists, uses a staff like an Assist. Focuses more on supporting party than damaging monsters.","The first job class for Assists, uses a staff like an Assist. Focuses more on supporting party than damaging monsters."
CLIENT_HELP_INC_000420,Protect,Opieka
CLIENT_HELP_INC_000421,This buff increases the physical defense of the target.,This buff increases the physical defense of the target.
CLIENT_HELP_INC_000422,Holyguard,Święta Osłona
CLIENT_HELP_INC_000423,This buff protects the target from incoming critical hits for a limited amount of time.,This buff protects the target from incoming critical hits for a limited amount of time.
CLIENT_HELP_INC_000424,Holycross,Święty Krzyż
CLIENT_HELP_INC_000425,The enemy will take double damage.,The enemy will take double damage.
CLIENT_HELP_INC_000426,Spiriture Fortune,Spiriture Fortune
CLIENT_HELP_INC_000427,Greatly increases your physical attack power for a period of time.,Greatly increases your physical attack power for a period of time.
CLIENT_HELP_INC_000428,Gebura Tiphreth,Gebura Tiphreth
CLIENT_HELP_INC_000429,"Increases accuracy, attack speed and attack power for all party members within range.","Increases accuracy, attack speed and attack power for all party members within range."
CLIENT_HELP_INC_000430,Gvur Tialla,Gvur Tialla
CLIENT_HELP_INC_000431,Cleanses any abnormal conditions.,Cleanses any abnormal conditions.
CLIENT_HELP_INC_000432,Heal Rain,Deszcz Leczenia
CLIENT_HELP_INC_000433,Recovers a large amount of HP for all party members.,Recovers a large amount of HP for all party members.
CLIENT_HELP_INC_000434,Merkaba Hanzelrusha,Merkaba Hanzelrusha
CLIENT_HELP_INC_000435,Deals damage over time to all enemies in a certain area.,Deals damage over time to all enemies in a certain area.
CLIENT_HELP_INC_000436,Billposter,Afiszer
CLIENT_HELP_INC_000437,"The second job class for Assists, they use a knuckle hammer like Assists. They specialize in Critical attacks but have a slower attack speed.","The second job class for Assists, they use a knuckle hammer like Assists. They specialize in Critical attacks but have a slower attack speed."
CLIENT_HELP_INC_000438,Belial Smashing,Rozbicie Beliala
CLIENT_HELP_INC_000439,A skill that delivers one powerful dashing punch.,A skill that delivers one powerful dashing punch.
CLIENT_HELP_INC_000440,Blood Fist,Krwawa Pięść
CLIENT_HELP_INC_000441,"Strikes the enemy, making it bleed. Bleeding causes additional damage over time.","Strikes the enemy, making it bleed. Bleeding causes additional damage over time."
CLIENT_HELP_INC_000442,Piercing Serpent,Przebijający Wąż
CLIENT_HELP_INC_000443,"Dashes forward with a burning fist, striking the enemy.","Dashes forward with a burning fist, striking the enemy."
CLIENT_HELP_INC_000444,Asmodeus,Asmodeus
CLIENT_HELP_INC_000445,Increases the attack power bonus of knuckles.,Increases the attack power bonus of knuckles.
CLIENT_HELP_INC_000446,Baraqijal Esna,Baraqijal Esna
CLIENT_HELP_INC_000447,"When the skill works, it reduces the monsters defense and increases the monsters attack power.","When the skill works, it reduces the monsters defense and increases the monsters attack power."
CLIENT_HELP_INC_000448,Grvub Tialbold,Grvub Tialbold
CLIENT_HELP_INC_000449,An energy wave deals damage to all monsters around the caster.,An energy wave deals damage to all monsters around the caster.
CLIENT_HELP_INC_000450,Sonic Hand,Sonic Hand
CLIENT_HELP_INC_000451,Uses a knuckle hammer to strike with deadly speed.,Uses a knuckle hammer to strike with deadly speed.
CLIENT_HELP_INC_000452,Asalraalaikum,Asalraalaikum
CLIENT_HELP_INC_000453,"Strikes the enemy with concentrated power, consumes all MP.","Strikes the enemy with concentrated power, consumes all MP."
CLIENT_HELP_INC_000454,Elementor,Elementalista
CLIENT_HELP_INC_000455,"The first job class for Magicians, they use staves like Magicians. They specialize in magic effecting large numbers of enemies at once.","The first job class for Magicians, they use staves like Magicians. They specialize in magic effecting large numbers of enemies at once."
CLIENT_HELP_INC_000456,Firebird,Ognisty Ptak
CLIENT_HELP_INC_000457,A fireball strikes the enemy.,A fireball strikes the enemy.
CLIENT_HELP_INC_000458,Burning Field,Burning Field
CLIENT_HELP_INC_000459,Sheets of flame burn the enemy for a period of time.,Sheets of flame burn the enemy for a period of time.
CLIENT_HELP_INC_000460,Fire Mastery,Mistrz Ognia
CLIENT_HELP_INC_000461,Increases damage done by fire skills.,Increases damage done by fire skills.
CLIENT_HELP_INC_000462,Stone Spear,Kamienna Włócznia
CLIENT_HELP_INC_000463,A spear made of rock strikes the enemy.,A spear made of rock strikes the enemy.
CLIENT_HELP_INC_000464,Earthquake,Trzęsienie Ziemi
CLIENT_HELP_INC_000465,Make a huge earthquake which deals a large amount of damage.,Make a huge earthquake which deals a large amount of damage.
CLIENT_HELP_INC_000466,Earth Mastery,Mistrz Ziemi
CLIENT_HELP_INC_000467,Increases damage done by earth skills.,Increases damage done by earth skills.
CLIENT_HELP_INC_000468,Void,Pustka
CLIENT_HELP_INC_000469,Strong Wind damage is dealt to a single target.,Strong Wind damage is dealt to a single target.
CLIENT_HELP_INC_000470,Windfield,Pole Burzowe
CLIENT_HELP_INC_000471,A strong wind slows all enemies around the caster for a period of time.,A strong wind slows all enemies around the caster for a period of time.
CLIENT_HELP_INC_000472,Wind Mastery,Mistrz Wiatru
CLIENT_HELP_INC_000473,Increases damage done by wind skills.,Increases damage done by wind skills.
CLIENT_HELP_INC_000474,Thunder Strike,Thunder Strike
CLIENT_HELP_INC_000475,Strong Lightning damage is dealt to a single target.,Strong Lightning damage is dealt to a single target.
CLIENT_HELP_INC_000476,Electric Shock,Piorun Łańcuchowy
CLIENT_HELP_INC_000477,"Deals lightning damage to all enemies around the caster, also lowering their defense temporarily.","Deals lightning damage to all enemies around the caster, also lowering their defense temporarily."
CLIENT_HELP_INC_000478,Lightning Mastery,Mistrz Prądu
CLIENT_HELP_INC_000479,Increases damage done by lightning skills.,Increases damage done by lightning skills.
CLIENT_HELP_INC_000480,Iceshark,Lodowy Rekin
CLIENT_HELP_INC_000481,A shark made of ice strikes the enemy.,A shark made of ice strikes the enemy.
CLIENT_HELP_INC_000482,Poison Cloud,Trująca Chmura
CLIENT_HELP_INC_000483,"A poison cloud engulfs the enemy, dealing poison and wind damage.","A poison cloud engulfs the enemy, dealing poison and wind damage."
CLIENT_HELP_INC_000484,Water Mastery,Mistrz Wody
CLIENT_HELP_INC_000485,Increases damage done by water skills.,Increases damage done by water skills.
CLIENT_HELP_INC_000486,Meteo Shower,Deszcz Meteorów
CLIENT_HELP_INC_000487,"Meteors strike all the enemies in a certain area, dealing fire and earth damage.","Meteors strike all the enemies in a certain area, dealing fire and earth damage."
CLIENT_HELP_INC_000488,Lightning Storm,Piorunująca Burza
CLIENT_HELP_INC_000489,Lightning and wind damage is dealt to all enemies in the area of effect.,Lightning and wind damage is dealt to all enemies in the area of effect.
CLIENT_HELP_INC_000490,Sandstorm,Burza Piaskowa
CLIENT_HELP_INC_000491,"A sand storm strikes all the enemies in a certain area, dealing wind and earth damage.","A sand storm strikes all the enemies in a certain area, dealing wind and earth damage."
CLIENT_HELP_INC_000492,Blizzard,Blizzard
CLIENT_HELP_INC_000493,"A blizzard strikes all the enemies in a certain area, dealing earth and water damage as well as stunning them.","A blizzard strikes all the enemies in a certain area, dealing earth and water damage as well as stunning them."
CLIENT_HELP_INC_000494,Psykeeper,Psychik
CLIENT_HELP_INC_000495,"The second job class for Magicians, they use a wand like a Magician. They specialize in magic attacks that assault the mind of the enemy.","The second job class for Magicians, they use a wand like a Magician. They specialize in magic attacks that assault the mind of the enemy."
CLIENT_HELP_INC_000496,Demonology,Demonologia
CLIENT_HELP_INC_000497,"Deals damage to the mind of the enemy, by creating illusions of devils.","Deals damage to the mind of the enemy, by creating illusions of devils."
CLIENT_HELP_INC_000498,Satanology,Satanologia
