Key,English,Thai
CLIENT_HELP_INC_000291,Mental Sign,Mental Sign
CLIENT_HELP_INC_000292,Increases the INT of a target Player. This skill is available at Level 18 to Players who have at least 3 Skill Points in Heal and can be used with any Stick.,เพิ่ม INT ให้ผู้เล่นเป้าหมาย สกิลนี้สามารถใช้ได้ที่เลเวล 18 สำหรับตัวละครที่มี Skill Heal อย่างน้อยเลเวล 3 และสามารถใช้กับอาวุธประเภท Stick ได้
CLIENT_HELP_INC_000293,Heap Up,Heap Up
CLIENT_HELP_INC_000294,Increases the STA of a target Player. This skill is available at Level 20 to Players who have at least 4 Skill Points in Mental Sign and can be used with any Stick.,เพิ่ม STA ให้ผู้เล่นเป้าหมาย สกิลนี้มีให้ในเลเวล 20 สำหรับตัวละครที่มีสกิล Mental Sign อย่างน้อยเลเวล 4 และสามารถใช้กับ Stick ได้
CLIENT_HELP_INC_000295,Beef Up,Beef Up
CLIENT_HELP_INC_000296,Increases the STR of a target Player. This skill is available at Level 25 to Players who have at least 4 Skill Points in Heap Up and can be used with any Stick.,เพิ่ม STR ให้ผู้เล่นเป้าหมาย สกิลนี้สามารถใช้ได้ที่เลเวล 25 สำหรับตัวละครที่มีสกิล Heap อย่างน้อยเลเวล 4 และสามารถใช้กับ Stick ได้
CLIENT_HELP_INC_000297,Accuracy,Accuracy
CLIENT_HELP_INC_000298,Increases the accuracy of a target player. This skill is available at Level 30 to Players who have at least 4 Skill Points in Beef Up and can be used with any Stick.,เพิ่มความแม่นยำในการโจมตี สกิลนี้สามารถใช้ได้ที่เลเวล 30 สำหรับตัวละครที่มีสกิล Beef Up อย่างน้อยเลเวล 4 และสามารถใช้กับอาวุธประเภท Stick ได้
CLIENT_HELP_INC_000299,Temping Hole,Temping Hole
CLIENT_HELP_INC_000300,"A powerful, straight punch that strikes the enemy with a concentrated attack. This skill is available at Level 20 to Players who have at least 3 Skill Points in Heal and can be used with any Knuckle.",โจมตีโดยใช้หมัดต่อยไปที่เป้าหมาย สกิลนี้มีให้ในเลเวล 20 สำหรับตัวละครที่มี Skill Heal อย่างน้อยเลเวล 3 และสามารถใช้ร่วมกับ Knuckle ได้
CLIENT_HELP_INC_000301,Stone Hand,Stone Hand
CLIENT_HELP_INC_000302,Physical attacks gain the chance to stun the target. This skill is available at Level 25 to Players who have at least 4 Skill Points in Temping Hole and can be used with any Knuckle.,ขณะที่สกิลมีผลอยู่จะสามารถโจมตีทำให้ศัตรูมึนงงได้ สกิลนี้สามารถใช้ได้ในเลเวล 25 สำหรับตัวละครที่มีสกิล Temping Hole อย่างน้อยเลเวล 4 และสามารถใช้กับอาวุธประเภท Knuckle ได้
CLIENT_HELP_INC_000303,Burst Crack,Burst Crack
CLIENT_HELP_INC_000304,Smashes the ground and inflicts damage to enemies within the surrounding area. This skill is available at Level 28 to Players who have at least 4 Skill Points in Stone Hand and can be used with any Knuckle.,สกิลโจมตี ใช้หมัดทุบพื้น สกิลนี้สร้างความเสียหายแก่ศัตรูรอบๆ ตัว สกิลนี้สามารถใช้ได้ในเลเวล 28 สำหรับตัวละครที่มีสกิล Stone Hand อย่างน้อยเลเวล 4 และสามารถใช้กับ Knuckle ได้
CLIENT_HELP_INC_000305,Power Fist,Power Fist
CLIENT_HELP_INC_000306,A concentrated powerful strike. This skill is available at Level 35 to Players who have at least 4 Skill Points in Burst Crack and can be used with any Knuckle.,การโจมตีด้วยหมัด ทำให้เกิดความเสียหายอย่างรุนแรง สกิลนี้สามารถใช้ได้ที่เลเวล 35 สำหรับตัวละครที่มีสกิล Burst Crack อย่างน้อยเลเวล 4 และสามารถใช้กับ Knuckle ได้
CLIENT_HELP_INC_000307,Magician,Magician
CLIENT_HELP_INC_000308,Magicians control powerful elemental magic with the use of wands or staves. Magicians benefit from high intelligence.,Magician เป็นอาชีพที่ควบคุมเวทมนต์ธาตุอันทรงพลัง ด้วยการใช้ Wand หรือ Staff - Magician ได้รับประโยชน์จาก Int
CLIENT_HELP_INC_000309,Magicians will be able to advance in their Jobs to become either an Elementor or a Psykeeper.,Magician จะสามารถเปลี่ยนอาชีพเพื่อเป็น Elementor หรือ Psykeeper
CLIENT_HELP_INC_000310,Mental Strike,Mental Strike
CLIENT_HELP_INC_000311,Deals non elemental magic damage to the target. Damage dealt varies by the difference of INT between the caster and the target. This skill is available at Level 15 and can be used with any Wand or Staff.,โจมตีศัตรูด้วยเวทย์ สร้างความเสียหายขึ้นอยู่กับค่าของ INT สกิลนี้สามารถใช้ได้ที่เลเวล 15 และสามารถใช้กับ Wand หรือ Staff ได้
CLIENT_HELP_INC_000312,Flame Ball,Flame Ball
CLIENT_HELP_INC_000313,Strikes at the enemy with a ball of flame. This skill is available at Level 18 to Players who have at least 3 Skill Points in Mental Strike and can be used with any Wand or Staff.,เสกบอลไฟไปยังเป้าหมาย 1 ตัว สกิลนี้สามารถใช้ได้ที่เลเวล 18 สำหรับตัวละครที่มีสกิล Mental Strike อย่างน้อยเลเวล 3 และสามารถใช้กับ Wand หรือ Staff ได้
CLIENT_HELP_INC_000314,Flame Geyser,Flame Geyser
CLIENT_HELP_INC_000315,Inflicts intermediate fire damage to the target with a lasting Damage Over Time effect. This skill is available at Level 25 to Players who have at least 5 Skill Points in Flame Ball and can be used with any Wand or Staff.,สร้างความเสียหายให้กับศัตรูด้วยเปลวไฟ ณ ช่วงเวลาหนึ่งอย่างต่อเนื่อง สกิลนี้สามารถใช้ได้ในระดับ 25 สำหรับผู้เล่นที่มี Skill Points อย่างน้อย 5 แห่งใน Flame Ball และสามารถใช้กับ Wand หรือ Staff ได้
CLIENT_HELP_INC_000316,Fire Strike,Fire Strike
CLIENT_HELP_INC_000317,Damages an enemy with a fire ball. The enemy loses health for a limited time afterwards. This skill is available at Level 30 to Players who have at least 7 Skill Points in Flame Geyser and can be used with any Wand or Staff.,สร้างความเสียหายแก่ศัตรูด้วยลูกบอลเพลิงขนาดใหญ่ สกิลนี้สามารถใช้ได้ในเลเวล 30 สำหรับตัวละครที่มีสกิล Flame Geyser อย่างน้อยเลเวล 7 และสามารถใช้กับ Wand หรือ Staff ได้
CLIENT_HELP_INC_000318,Swordwind,Swordwind
CLIENT_HELP_INC_000319,A violent wind that attacks a target from a short distance. This skill is available at Level 20 to Players who have at least 5 Skill Points in Mental Strike and can be used with any Wand or Staff.,โจมตีเป้าหมายด้วยแรงลมที่คมกริบเหมือนใบมีดในระยะทางสั้นๆ สกิลนี้สามารถใช้ได้ที่เลเวล 20 สำหรับตัวละครที่มีสกิล Mental Strike อย่างน้อยเลเวล 5 และสามารถใช้กับอาวุธประเภท Wand หรือ Staff ได้
CLIENT_HELP_INC_000320,Strongwind,Strongwind
CLIENT_HELP_INC_000321,A tornado of wind that deals damage to the target as well as pushing them back. This skill is available at Level 25 to Players who have at least 5 Skill Points in Swordwind and can be used with any Wand or Staff.,โจมตีด้วยลมพายุทอร์นาโดที่สร้างความเสียหายให้กับเป้าหมายและผลักดันเป้าหมายออกไป สกิลนี้สามารถใช้ได้ในเลเวล 25 สำหรับตัวละครที่มีสกิล Strongwind อย่างน้อยเลเวล 5 และสามารถใช้กับ Wand หรือ Staff ได้
CLIENT_HELP_INC_000322,Wind Cutter,Wind Cutter
CLIENT_HELP_INC_000323,A blade of wind that deals damage to the target. This skill is available at Level 30 to Players who have at least 7 Skill Points in Strongwind and can be used with any Wand or Staff.,โจมตีด้วยใบมีดที่สร้างความเสียหายให้กับเป้าหมาย สกิลนี้สามารถใช้ได้ในเลเวล 30 สำหรับตัวละครที่มีสกิล Strongwind อย่างน้อยเลเวล 7 และสามารถใช้กับ Wand หรือ Staff ได้
CLIENT_HELP_INC_000324,Ice Missile,Ice Missile
CLIENT_HELP_INC_000325,Inflicts basic water damage with a chance of slowing down the target’s movement. This skill is available at Level 20 to Players who have at least 3 Skill Points in Mental Strike and can be used with any Wand or Staff.,โจมตีด้วยแท่งน้ำแข็งสร้างความเสียหาย โดยมีโอกาสทำให้เป้าหมายเคลื่อนที่ช้าลง สกิลนี้มีให้ในเลเวล 20 สำหรับตัวละครที่มีสกิล Mental Strike อย่างน้อยเลเวล 3 และสามารถใช้กับ Wand หรือ Staff ได้
CLIENT_HELP_INC_000326,Waterball,Waterball
CLIENT_HELP_INC_000327,Shoots damaging balls of water at the target. The number of balls fired increases as the skill level increases. This skill is available at Level 25 to Players who have at least 5 Skill Points in Ice Missile and can be used with any Wand or Staff.,โจมตีเป้าหมายด้วยลูกบอลน้ำแรงดันสูง สกิลนี้สามารถใช้ได้ในเลเวล 25 สำหรับตัวละครที่มีสกิล Ice Missile อย่างน้อยเลเวล 5 และสามารถใช้กับ Wand หรือ Staff ได้
CLIENT_HELP_INC_000328,Water Well,Water Well
CLIENT_HELP_INC_000329,"A spell that throws columns of water at the target, dealing a large amount of damage. This skill is available at Level 30 to Players who have at least 7 Skill Points in Waterball and can be used with any Wand or Staff.",โจมตีเป้าหมายด้วยน้ำพุที่มีแรงดันมหาศาล สกิลนี้สามารถใช้ได้ในเลเวล 30 สำหรับตัวละครที่มีสกิล Waterball อย่างน้อยเลเวล 7 และสามารถใช้กับ Wand หรือ Staff ได้
CLIENT_HELP_INC_000330,Lightning Ball,Lightning Ball
CLIENT_HELP_INC_000331,A spell that gathers static electricity and forms it into a small ball that causes basic lightning damage. This skill is available at Level 18 to Players who have at least 5 Skill Points in Mental Strike and can be used with any Wand or Staff.,สะสมกระแสไฟฟ้ารอบๆ และกลายเป็นลูกเล็ก ๆ ตัวแล้วปล่อยออกไปทำร้ายศัตรู ที่ทำให้เกิดความเสียหายจากสายฟ้า สกิลนี้สามารถใช้ได้ที่เลเวล 18 สำหรับตัวละครที่มีสกิล Mental Strike อย่างน้อยเลเวล 5 และสามารถใช้กับ Wand หรือ Staff ได้
CLIENT_HELP_INC_000332,Lightning Ram,Lightning Ram
CLIENT_HELP_INC_000333,Deals a medium amount of lightning damage to the target. This skill is available at Level 25 to Players who have at least 5 Skill Points in Lightning Ball and can be used with any Wand or Staff.,โจมตีเป้าหมายด้วยพลังสายฟ้าจากฝ่ามือ สกิลนี้สามารถใช้ได้ในเลเวล 25 สำหรับตัวละครที่มีสกิล Lightning Ball อย่างน้อยเลเวล 5 และสามารถใช้กับ Wand หรือ Staff ได้
CLIENT_HELP_INC_000334,Lightning Shock,Lightning Shock
CLIENT_HELP_INC_000335,Damages the enemy with a small but fast lightning ball. This skill is available at Level 40 to Players who have at least 7 Skill Points in Lightning Ram and can be used with any Wand or Staff.,โจมตีเป้าหมายด้วยกระแสไฟฟ้าสร้างความเสียหายแก่ศัตรูด้วยลูกบอลสายฟ้าขนาดเล็ก สกิลนี้สามารถใช้ได้ที่เลเวล 40 สำหรับตัวละครที่มีสกิล Lighting Ram อย่างน้อยเลเวล 7 และสามารถใช้กับ Wand หรือ Staff ได้
CLIENT_HELP_INC_000336,Stone Spike,Stone Spike
CLIENT_HELP_INC_000337,Inflicts earth elemental damage to the opponent as well as creating a chance to stun the target. This skill is available at Level 18 to Players who have at least 2 Skill Points in Mental Strike and can be used with any Wand or Staff.,ทำให้เกิดความเสียหายแก่ธาตุดินและสร้างโอกาสในการทำให้เป้าหมายตกมึนงง สกิลนี้สามารถใช้ได้ในเลเวล 18 สำหรับตัวละครที่มีสกิล Mental Strike อย่างน้อยเลเวล 2 และสามารถใช้กับ Wand หรือ Staff ได้
CLIENT_HELP_INC_000338,Rock Crash,Rock Crash
CLIENT_HELP_INC_000339,Damages the enemy with a giant stone. This skill is available at Level 25 to Players who have at least 5 Skill Points in Stone Spike and can be used with any Wand or Staff.,โจมตีด้วยหินยักษ์ สร้างความเสียหายแก่ศัตรู สกิลนี้สามารถใช้ได้กับตัวละครที่มีสกิล Stone Spike อย่างน้อยเลเวล 5 และสามารถใช้กับ Wand หรือ Staff ได้
CLIENT_HELP_INC_000340,Rooting,Rooting
CLIENT_HELP_INC_000341,Harnesses the power of the ground to prevent a user from moving. This skill is available at Level 30 to Players who have at least 7 Skill Points in Rock Crash and can be used with any Wand or Staff.,ทำให้เป้าหมายขยับไม่ได้ด้วยพลังแห่งดิน ไม่ให้เคลื่อนที่ สกิลนี้สามารถใช้ได้ที่เลเวล 30 สำหรับตัวละครที่มี Skill Rock Crash อย่างน้อยเลเวล 7 และสามารถใช้กับ Wand หรือ Staff ได้
CLIENT_HELP_INC_000342,Blinkpool,Blinkpool
CLIENT_HELP_INC_000343,Teleports the user in a specified location within the limited range. The range increases as the skill level goes up. This skill is available at Level 30 to Players who have at least 3 Skill Points in Mental Strike and can be used with any Wand or Staff.,Teleports ไปยังตำแหน่งที่ระบุภายในช่วงที่ จำกัด สกิลนี้มีให้ในเลเวล 30 สำหรับตัวละครที่มีสกิล Mental Strike อย่างน้อยเลเวล 3 และสามารถใช้กับWand หรือ Staff ได้
CLIENT_HELP_INC_000344,Power Stomp,Power Stomp
CLIENT_HELP_INC_000345,Hits the ground with the handle of the axe. The shock wave deals damage with a chance to stun to all nearby enemies. The damage and stun chance will increase with every Skill Level. This skill is available at Level 65 to Players who have at least 4 Skill Points in Pain Dealer and can be used with any two handed Axe.,โจมตีด้วยด้ามขวาน คลื่นช็อกสร้างความเสียหายให้กับศัตรูที่อยู่ใกล้ ๆ สกิลนี้สามารถใช้ได้ในเลเวล 65 สำหรับตัวละครที่มีสกิล Pain Dealer อย่างน้อยเลเวล 4 และสามารถใช้กับ Two-Handed Axes ได้
CLIENT_HELP_INC_000346,Knight,Knight
CLIENT_HELP_INC_000347,Mercenaries who chose to follow the teachings of the Hero Billaon become Knights. Knights are capable of incredible defense and possess the power to withstand the greatest assaults.,ทหารรับจ้างที่เลือกปฏิบัติตามคำสอนของฮีโร่ Billaon กลายเป็นอัศวิน อัศวินมีความสามารถในการป้องกันที่เหลือเชื่อและมีพลังในการต้านทานการโจมตีที่ยิ่งใหญ่ที่สุด
CLIENT_HELP_INC_000348,Charge,Charge
CLIENT_HELP_INC_000349,A melee attack that deals maximum damage to a monster regardless of its level. This skill is available at Level 60 to Players who have at least 3 Skill Points in Sword Mastery and can be used with any two handed Sword.,รวบรวมพลังโจมตีทั้งหมดไว้ที่ดาบ ระยะประชิดที่สร้างความเสียหายสูงสุด แล้วโจมตีในครั้งเดียว สกิลนี้สามารถใช้ได้ในเลเวล 60 สำหรับตัวละครที่มีสกิล Sword Mastery อย่างน้อยเลเวล 3 และสามารถใช้กับ Sword 2 มือ ได้
CLIENT_HELP_INC_000350,Earth Divider,Earth Divider
CLIENT_HELP_INC_000351,A skill which damages nearby enemies. Higher Skill Level will result in more damage. This skill is available at Level 65 to Players who have at least 4 Skill Points in Charge and can be used with any two handed Sword.,ใช้ดาบฟันผ่ากลางใส่ศัตรูที่อยู่ด้านหน้า สกิลนี้สามารถใช้ได้ที่เลเวล 65 สำหรับตัวละครที่มีสกิล Charge อย่างน้อยเลเวล 4 และสามารถใช้ร่วมกับดาบทั้งสองชนิดได้
CLIENT_HELP_INC_000352,Pain Dealer,Pain Dealer
CLIENT_HELP_INC_000353,A melee skill which damages the target as  lowering its defense. Higher Skill Level will result in more damage and a bigger decrease in defense. This skill is available at Level 60 to Players who have at least 3 Skill Points in Axe Mastery and can be used with any two handed Axe.,รวบรวมพลังทั้งหมดไว้ที่ดาบ แล้วโจมตีในครั้งเดียว และลดการป้องกันของศัตรู สกิลนี้สามารถใช้ได้ที่เลเวล 60 สำหรับตัวละครที่มีสกิล Axe Mastery อย่างน้อยเลเวล 3 และสามารถใช้กับ Two-Handed Axes ได้
CLIENT_HELP_INC_000354,Guard,Guard
CLIENT_HELP_INC_000355,Increases the characters defense but reduces the characters attack power. This skill is available at Level 62 and can be used with either a two handed Axe or Sword.,เพิ่มการป้องกันตัวละคร แต่ลดพลังโจมตีของตัวละคร สกิลนี้สามารถใช้ได้ที่เลเวล 62 และสามารถใช้ได้กับทั้ง Axe หรือ Sword
CLIENT_HELP_INC_000356,Rage,Rage
CLIENT_HELP_INC_000357,"Increases the characters attack power and HP, but it also reduces the characters defense and accuracy. This skill is available at Level 65 to Players who have at least 5 Skill Points in Guard and can be used with either a two handed Axe or Sword.",เพิ่มพลังโจมตี และ HP ของตัวละคร แต่ลดการ และ ความแม่นยำ ของตัวละคร สกิลนี้สามารถใช้ได้ในเลเวล 65 สำหรับตัวละครที่มีสกิล Guard อย่างน้อยเลเวล 5 และสามารถใช้กับ Axe หรือ Sword ได้
CLIENT_HELP_INC_000358,Pain Reflection,Pain Reflection
CLIENT_HELP_INC_000359,Reflects a portion of damage you receive back at the target. This skill is available at Level 70 to Players who have at least 4 Skill Points in Rage and can be used with either a two handed Axe or Sword.,สะท้อนการโจมตีส่วนหนึ่งกลับไปยังเป้าหมาย สกิลนี้สามารถใช้ได้ที่เลเวล 70 สำหรับตัวละครที่มีสกิล Rage อย่างน้อยเลเวล 4 และสามารถใช้กับ Axe หรือ Sword ได้
CLIENT_HELP_INC_000360,Power Swing,Power Swing
CLIENT_HELP_INC_000361,"A huge horizontal swing that deals damage, and knocks enemies back. This skill is available at Level 75 to Players who have at least 7 Skill Points in Pain Reflection and can be used with either a two handed Axe or Sword.",ใช้อาวุธฟาดฟันศัตรูรอบๆ ตัวสร้างความเสียหายและผลักศัตรูออกไป สกิลนี้สามารถใช้ได้ที่เลเวล 75 สำหรับตัวละครที่มีสกิล Pain Reflection อย่างน้อยเลเวล 7 และสามารถใช้กับ Two-Handed Axe หรือ Sword ทั้งสองแบบได้
CLIENT_HELP_INC_000362,Blade,Blade
CLIENT_HELP_INC_000363,Blades are a second class for mercenaries and are the best damage dealers in the game. As a blade you will be able to wield two weapons at the same time and thus drastically increase your damage output.,Blade เป็นอาชีพคลาสที่ 2 สำหรับ Mercenary และเป็นตัวสร้างความเสียหายที่ดีที่สุดในเกม ในฐานะที่เป็น Blade คุณจะสามารถใฃ้อาวุธได้ 2 อันในเวลาเดียวกันและส่งผลเสียหายมากขึ้น
CLIENT_HELP_INC_000364,Silent Strike,Silent Strike
CLIENT_HELP_INC_000365,A melee skill which deals a vicious cut in a sliding motion to the enemy. This skill is available at Level 60 to Players who have at least 3 Skill Points in Sword Mastery and can be used with a one handed Sword.,สกิลพุ่งเข้าโจมตีอย่างรวดเร็ว สกิลนี้สามารถใช้ได้ที่เลเวล 60 สำหรับตัวละครที่มีสกิล Sword Mastery อย่างน้อยเลเวล 3 และสามารถใช้กับ Sword ได้
CLIENT_HELP_INC_000366,Blade Dance,Blade Dance
CLIENT_HELP_INC_000367,Uses both swords to attack all of the enemies around the wielder. This skill is available at Level 65 to Players who have at least 5 Skill Points in Silent Strike and can be used with a one handed Sword.,ใช้ดาบคู่ในมือโจมตีศัตรูที่อยู่รอบๆ สกิลนี้สามารถใช้ได้ที่เลเวล 65 สำหรับตัวละครที่มีสกิล Silent Strike อย่างน้อยเลเวล 5 และสามารถใช้กับ Swordได้
CLIENT_HELP_INC_000368,Spring Attack,Spring Attack
CLIENT_HELP_INC_000369,Strike at multiple enemies times. This skill is available at Level 60 to Players who have at least 3 Skill Points in Axe Mastery and can be used with two one handed axes.,โจมตีศัตรูหลายครั้ง ด้วยขวานคู่ในมือ สกิลนี้สามารถใช้ได้ที่เลเวล 60 สำหรับตัวละครที่มีสกิล Axe Mastery อย่างน้อยเลเวล 3 และสามารถใช้งานได้กับ Two-Handed Axe ได้
CLIENT_HELP_INC_000370,Hawk Attack,Hawk Attack
CLIENT_HELP_INC_000371,"Jumps, striking the enemy with both weapons. Deals massive damage and possibly blinds the enemy for a short period of time. This skill is available at Level 65 to Players who have at least 5 Skill Points in Silent Strike and can be used with two one handed axes.",กระโดดโจมตีศัตรูด้วยอาวุธขวานคู่ สร้างความเสียหายเป็นจำนวนมากและอาจทำให้ศัตรูตาบอดในช่วงเวลาสั้นๆ สกิลนี้สามารถใช้ได้ที่เลเวล 65 สำหรับตัวละครที่มีสกิล Silent Strike อย่างน้อยเลเวล 5 และสามารถใช้กับอาวุธประเภท Two-Handed Axeได้
CLIENT_HELP_INC_000372,Armor Penetrate,Armor Penetrate
CLIENT_HELP_INC_000373,A melee skill which ignores 50% of target's defense rating. This skill is available at Level 62 and can be used with a one handed Sword or Axe.,โจมตีระยะประชิดที่ไม่สนใจค่าป้องกันของเป้าหมาย 50% สกิลนี้สามารถใช้ได้ในเลเวล 62 และสามารถใช้กับดาบหรือขวานได้
CLIENT_HELP_INC_000374,Berserk,Berserk
CLIENT_HELP_INC_000375,"Temporarily raises attack power and attack speed, but you can not use any skills for the duration of the spell. This skill is available at Level 65 to Players who have at least 4 Skill Points in Armor Penetrate and can be used with a one handed Sword or Axe.",ระเบิดพลัง เพิ่มพลังโจมตีและความเร็ว ชั่วคราวในการโจมตี แต่มีผลทำให้ใช้สกิลอื่นไม่ได้ สกิลนี้สามารถใช้ได้ในเลเวล 65 สำหรับตัวละครที่มีสกิล Armor Penetrate อย่างน้อยเลเวล 4 และสามารถใช้กับดาบหรือขวานได้
CLIENT_HELP_INC_000376,Sonic Blade,Sonic Blade
CLIENT_HELP_INC_000377,"Gathers a powerful aura and transfers it to your weapon, and then deals damage to the closest enemy. This skill is available at Level 70 to Players who have at least 7 Skill Points in Berserk and can be used with a one handed Sword or Axe.",รวบรวมพลังอันทรงพลังและส่งผ่านไปยังอาวุธของคุณและสร้างความเสียหายให้กับศัตรูที่ใกล้เคียงที่สุด สกิลนี้สามารถใช้ได้ในเลเวล 70 สำหรับตัวละครที่มีสกิล Berserk อย่างน้อยเลเวล 7 และสามารถใช้กับดาบหรือขวานได้
CLIENT_HELP_INC_000378,Cross Strike,Cross Strike
CLIENT_HELP_INC_000379,A strong attack is dealt to the enemy with both weapons at once. This skill is available at Level 75 to Players who have at least 7 Skill Points in Sonic Blade and can be used with a one handed Sword or Axe.,โจมตีที่รุนแรงจะกระทำกับศัตรูด้วยอาวุธทั้งสองแบบพร้อมกัน สกิลนี้สามารถใช้ได้ที่เลเวล 75 สำหรับตัวละครที่มีสกิล Sonic Blade อย่างน้อยเลเวล 7 และสามารถใช้กับดาบหรือขวานได้
CLIENT_HELP_INC_000380,Jester,Jester
CLIENT_HELP_INC_000381,"The first job class for Acrobats, they specialize in strong attacks made with a Yo-yo.",อาชีพแรกสำหรับ Acrobats พวกเขาเชี่ยวชาญในการโจมตีที่แข็งแกร่งที่ทำด้วย Yo-yo
CLIENT_HELP_INC_000382,placholder 31,placholder 31
CLIENT_HELP_INC_000383,Critical swing,Critical swing
CLIENT_HELP_INC_000384,Increase the probability of a critical strike.,เพิ่มอัตราการโจมตี Critical เมื่อใช้อาวุธประเภทโยโย่
CLIENT_HELP_INC_000385,Enchant Poison,Enchant Poison
CLIENT_HELP_INC_000386,Plastering poison on the weapon to increase the normal damage and available to infect the enemy with poision,อาบยาพิษลงบนอาวุธเพื่อเพิ่มเพลังโจมตีและทำให้เป้าหมายมีโอกาสติดพิษ
CLIENT_HELP_INC_000387,Enchant Bleed,Enchant Bleed
CLIENT_HELP_INC_000388,Increase the normal damage with the bleeding attribute and available to make the enemy bleeding.,โจมตีเป้าหมายด้วยอาวุธ Yo-yo มีโอกาสติด Critical และโอกาสติดสถานะเลือดไหล
CLIENT_HELP_INC_000389,Enchant Absorb,Enchant Absorb
CLIENT_HELP_INC_000390,You can drain the HP of enemy with striking. The drain will be occurred with certain probability.,โจมตีอย่างรุนแรงด้วยโยโย่ เพิ่มพลังโจมตีและดูดเลือดเป้าหมาย
CLIENT_HELP_INC_000391,Back Step,Back Step
CLIENT_HELP_INC_000392,"When attacking from behind, deals a critical strike to the enemy. Also has a chance to stun the enemy.",โจมตีจากด้านหลังของเป้าหมาย เพิ่มพลังโจมตีและทำให้เป้าหมายมีโอกาสติดสถานะมึนงง
CLIENT_HELP_INC_000393,Hit of Penya,Hit of Penya
CLIENT_HELP_INC_000394,Uses a Yo-yo and a small amount of Penya to deal massive damage.,ใช้ Yo-yo และ Penya จำนวนเล็กน้อยเพื่อจัดการกับความเสียหายมหาศาล
CLIENT_HELP_INC_000395,Escape,Escape
CLIENT_HELP_INC_000396,Enables character to escape from any movement impairing effects.,ช่วยให้ตัวละครสามารถหลบหนีออกห่างจากอันตราย
CLIENT_HELP_INC_000397,Vital Stab,Vital Stab
CLIENT_HELP_INC_000398,"While using Dark Illusion, allows for a sudden attack from the shadows.",ขณะที่ใช้สกิล Dark Illusion ช่วยให้สามารถโจมตีจากเงาจะให้พลังการทำลายถึง 2 เท่า
CLIENT_HELP_INC_000399,Ranger,Ranger
CLIENT_HELP_INC_000400,"The second job class for Acrobats, they specialize in long distance attacks, mainly with a bow.",อาชีพที่สองสำหรับ Acrobats พวกเขาเชี่ยวชาญในการโจมตีทางไกล ใช้ธนูเป็นอาวุธ
CLIENT_HELP_INC_000401,placholder 32,placholder 32
CLIENT_HELP_INC_000402,Critical Shot,Critical Shot
CLIENT_HELP_INC_000403,This skill increases Critical Hit for a limited time.,สกิลนี้จะเพิ่ม Critical Hit ในช่วงเวลาจำกัด
CLIENT_HELP_INC_000404,Ice Arrow,Ice Arrow
CLIENT_HELP_INC_000405,"This skill causes an explosion of frost, slowing all enemies in a certain area for a certain period of time.",โจมตีด้วยการระเบิดของน้ำค้าง โจมตีเป้าหมายรอบๆ และทำให้เคลื่อนไหวช้าลง
CLIENT_HELP_INC_000406,Flame Arrow,Flame Arrow
CLIENT_HELP_INC_000407,This skill gives the fire element to arrows and damages surrounding enemies.,โจมตีด้วยลูกธนู ไปยังเป้าหมายเมื่อกระทบจะเกิดระเบิดเปลวไฟลุกท่วมตัวเป้าหมาย และทำลายบริเวณโดยรอบอย่างต่อเนื่อง
CLIENT_HELP_INC_000408,Piercing Arrow,Piercing Arrow
CLIENT_HELP_INC_000409,"This skill pierces monsters who are a straight line, dealing damage to all of them.",โจมตีโดยการง้างธนูสุดแรงแล้วยิงออกไปเป็นเส้นตรง ทะลวงร่างเป้าหมายทุกเป้าเพื่อสร้างความเสียหาย
CLIENT_HELP_INC_000410,Poison Arrow,Poison Arrow
CLIENT_HELP_INC_000411,The strong damage and continuous poisonous damage will be occurred simutaneously.,เพิ่มธาตุพิษเข้าไปในลูกธนู เป้าหมายที่ถูกโจมตีจะมีโอกาสติดพิษ
CLIENT_HELP_INC_000412,Silent Arrow,Silent Arrow
CLIENT_HELP_INC_000413,"Deals strong damage and silences the target. While silenced, the target cannot cast spells of any kind.",โจมตีโดยการเล็งธนูไปยังเป้าหมาย เป้าหมายที่ถูกโจมตีจะมีโอกาสติดสถานะเป็นใบ้ไม่สามารถใช้สกิลได้ขณะหนึ่ง
CLIENT_HELP_INC_000414,Nature,Nature
CLIENT_HELP_INC_000415,This skill heightens the users senses with nature to increase Magic Defense & Bow Range.,สกิลนี้ช่วยเพิ่มความรู้สึกของผู้ใช้ด้วยธรรมชาติเพื่อเพิ่ม Magic Defense & Bow Range
CLIENT_HELP_INC_000416,Triple shot,Triple shot
CLIENT_HELP_INC_000417,Triple arrows will be shot to deal strong damage.,ลูกศรสามลูกจะถูกยิงออกไปเพื่อสร้างความเสียหายอย่างรุนแรง
CLIENT_HELP_INC_000418,Ringmaster,Ringmaster
CLIENT_HELP_INC_000419,"The first job class for Assists, uses a staff like an Assist. Focuses more on supporting party than damaging monsters.",อาชีพแรกของ Assist ในคลาสที่สอง เช่น Assist มุ่งเน้นที่การสนับสนุนปาร์ตี้มากกว่าการทำลายมอนสเตอร์
CLIENT_HELP_INC_000420,Protect,Protect
CLIENT_HELP_INC_000421,This buff increases the physical defense of the target.,เพิ่มการป้องกันให้กับเป้าหมาย
CLIENT_HELP_INC_000422,Holyguard,Holyguard
CLIENT_HELP_INC_000423,This buff protects the target from incoming critical hits for a limited amount of time.,บัฟนี้จะปกป้องเป้าหมายจากการโจมตีคริติคอลที่เข้ามาในช่วงเวลาจำกัด
