Key,English,Portuguese
CLIENT_HELP_INC_000267,A carefully aimed shot that has a chance to deal double damage to the target. This skill is available at Level 35 to Players who have at least 5 Skill Points in Bow Mastery and can be used with any Bow.,Um tiro concentrado que tem chance de causar o dobro do dano ao alvo. Esta habilidade está disponível no nível 35 para jogadores que têm pelo menos 5 PdH em Maestria do Arco e pode ser usada com qualquer Arco. Versão em Inglês: Aimed Shot
CLIENT_HELP_INC_000268,Arrow Rain,Chuva de Flechas
CLIENT_HELP_INC_000269,A rain of arrows that will fall on all enemies in a wide circle around your target. This skill is available at Level 50 to Players who have at least 5 Skill Points in Aimed Shot and can be used with any Bow.,Uma chuva de flechas que cairá sobre todos os inimigos em um amplo círculo ao redor de seu alvo. Essa habilidade está disponível no nível 50 para jogadores que têm pelo menos 5 pontos de habilidade em Tiro Certeiro e pode ser usada com qualquer arco. Versão em Inglês: Arrow Rain
CLIENT_HELP_INC_000270,Assist,Assist
CLIENT_HELP_INC_000271,"The Assist is the priest or medic of Flyff. The two primary builds for this job are a Full Support healer or a Buff Warrior. Both have the same skills to chose from. Where the Healer will need a partner to level, the Warrior can self-buff and fight alone.","O Assist é o curandeiro ou médico, mas também pode ser um exímio lutador com seu punho pesado. As duas builds principais para esta classe são de um suporte completo com curas e buffs ou um Guerreiro lutador independente. Ambos têm as mesmas habilidades para escolher. Onde o Curandeiro precisa de um parceiro para evoluir, o Guerreiro pode se auto-buffar e lutar sozinho."
CLIENT_HELP_INC_000272,The Assist may chose from Ringmaster or Billposter when the times comes to progress into a second Job.,Os Assists podem escolher entre Ringmaster ou Billposter quando chegar a hora de progredir para uma segunda classe. O Ringmaster é para quem deseja ser um suporte completo enquanto o Billposter é um exímio lutador versátil e independente.
CLIENT_HELP_INC_000273,Heal,Curar
CLIENT_HELP_INC_000274,"Primary healing spell, which recovers a portion of the target's HP. This skill is available at Level 15 and can be used with any Stick.",Magia de cura primária. Recupera a vida (HP) do alvo aliado ou de si mesmo quando não estiver selecionado nenhum alvo. Esta habilidade está disponível no nível 15 e pode ser usada com qualquer Bastão. Esta habilidade é escalada pelos seus pontos de Inteligência. Versão em Inglês: Heal
CLIENT_HELP_INC_000275,Patience,Perseverança
CLIENT_HELP_INC_000276,Increases the target’s maximum HP. This skill is available at Level 18 to Players who have at least 3 Skill Points in Heal and can be used with any Stick.,Aumenta o HP máximo do alvo. Esta habilidade está disponível no nível 18 para jogadores que têm pelo menos 3 PdH em Curar e pode ser usada com qualquer Bastão. Esta habilidade é escalada pelos seus pontos de Inteligência. Versão em Inglês: Patience
CLIENT_HELP_INC_000277,Resurrection,Ressurreição
CLIENT_HELP_INC_000278,"Revives a dead Player, but only grants a portion of their HP. This skill is available at Level 20 to Players who have at least 4 Skill Points in Patience and can be used with any Stick.","Revive um jogador morto, mas concede apenas uma parte de seu HP e diminui um pouco a perda de EXP que o jogador iria sofrer. Esta habilidade está disponível no nível 20 para jogadores que têm pelo menos 4 PdH em Perseverança e pode ser usada com qualquer Bastão. Versão em Inglês: Resurrection"
CLIENT_HELP_INC_000279,Circle Healing,Círculo de Cura
CLIENT_HELP_INC_000280,Heals Party Members within a specified range of yourself. This skill is available at Level 25 to Players who have at least 4 Skill Points in Resurrection and can be used with any Stick.,Cura membros do grupo dentro de um alcance específico. Esta habilidade está disponível no nível 25 para jogadores que têm pelo menos 4 pontos de habilidade em Ressurreição e pode ser usada com qualquer Bastão. Esta habilidade é escalada pelos seus pontos de Inteligência. Versão em Inglês: Circle Healing
CLIENT_HELP_INC_000281,Prevention,Prevenção
CLIENT_HELP_INC_000282,This spell will automatically recover all of your HP if you drop below 10% HP. This skill is available at Level 30 to Players who have at least 4 Skill Points in Circle Healing and can be used with any Stick.,Esta habilidade irá recuperar automaticamente todo o seu HP quando estiver abaixo de 10%. Esta habilidade está disponível no nível 30 para jogadores que têm pelo menos 4 pontos de habilidade em Círculo de Cura e pode ser usada com qualquer Bastão. Versão em Inglês: Prevention
CLIENT_HELP_INC_000283,Quick Step,Passos Rápidos
CLIENT_HELP_INC_000284,"Increases the target’s walking speed. The higher the level, the faster the target walks. This skill is available at Level 20 to Players who have at least 3 Skill Points in Heal and can be used with any Stick.","Aumenta a velocidade de movimento do alvo. Quanto maior o nível desta habilidade, mais rápido o alvo anda. Esta habilidade está disponível no nível 20 para jogadores que têm pelo menos 3 pontos de habilidade em Curar e pode ser usada com qualquer Bastão. Esta habilidade é escalada pelos seus pontos de Inteligência. Versão em Inglês: Quick Step"
CLIENT_HELP_INC_000285,Haste,Aceleração
CLIENT_HELP_INC_000286,Increases the attack speed of a target Player. This skill is available at Level 25 to Players who have at least 3 Skill Points in Quick Step and can be used with any Stick.,Aumenta a velocidade de ataque e diminui o tempo de conjuração de um jogador alvo. Esta habilidade está disponível no nível 25 para jogadores que têm pelo menos 3 PdH em Passos Rápidos e pode ser usada com qualquer Bastão. Esta habilidade é escalada pelos seus pontos de Inteligência. Versão em Inglês: Haste
CLIENT_HELP_INC_000287,Cat's Reflex,Reflexos de Gato
CLIENT_HELP_INC_000288,Increases the Evasion rate of a target Player. This skill is available at Level 30 to Players who have at least 4 Skill Points in Haste and can be used with any Stick.,Aumenta a taxa de Bloqueio Corpo a Corpo de um jogador alvo. Esta habilidade está disponível no nível 30 para jogadores que têm pelo menos 4 pontos de habilidade na Aceleração e pode ser usada com qualquer Bastão. Esta habilidade é escalada pelos seus pontos de Inteligência. Versão em Inglês: Cat's Reflex
CLIENT_HELP_INC_000289,Cannon Ball,Bala de Canhão
CLIENT_HELP_INC_000290,Increases the DEX of a target Player. This skill is available at Level 35 to Players who have at least 4 Skill Points in Cat's Reflex and can be used with any Stick.,Aumenta bastante a Destreza do jogador alvo. Esta habilidade está disponível no nível 35 para jogadores que têm pelo menos 4 PdH em Reflexo e pode ser usada com qualquer Bastão. Esta habilidade é escalada pelos seus pontos de Inteligência. Versão em Inglês: Cannon Ball
CLIENT_HELP_INC_000291,Mental Sign,Vestígio Mental
CLIENT_HELP_INC_000292,Increases the INT of a target Player. This skill is available at Level 18 to Players who have at least 3 Skill Points in Heal and can be used with any Stick.,Aumenta bastante a Inteligência do jogador alvo. Esta habilidade está disponível no nível 18 para jogadores que têm pelo menos 3 PdH em Curar e pode ser usada com qualquer Bastão. Esta habilidade é escalada pelos seus pontos de Inteligência. Versão em Inglês: Mental Sign.
CLIENT_HELP_INC_000293,Heap Up,Rigor
CLIENT_HELP_INC_000294,Increases the STA of a target Player. This skill is available at Level 20 to Players who have at least 4 Skill Points in Mental Sign and can be used with any Stick.,Aumenta bastante o Vigor do jogador alvo. Esta habilidade está disponível no nível 20 para jogadores que têm pelo menos 4 PdH em Vestígio Mental e pode ser usada com qualquer Bastão. Esta habilidade é escalada pelos seus pontos de Inteligência. Versão em Inglês: Heap Up.
CLIENT_HELP_INC_000295,Beef Up,Fortalecer
CLIENT_HELP_INC_000296,Increases the STR of a target Player. This skill is available at Level 25 to Players who have at least 4 Skill Points in Heap Up and can be used with any Stick.,Aumenta bastante a Força do jogador alvo. Esta habilidade está disponível no nível 25 para jogadores que têm pelo menos 4 PdH em Rigor e pode ser usada com qualquer Bastão. Esta habilidade é escalada pelos seus pontos de Inteligência. Versão em Inglês: Beef Up.
CLIENT_HELP_INC_000297,Accuracy,Precisão
CLIENT_HELP_INC_000298,Increases the accuracy of a target player. This skill is available at Level 30 to Players who have at least 4 Skill Points in Beef Up and can be used with any Stick.,Aumenta a Precisão de um jogador alvo. Esta habilidade está disponível no nível 30 para jogadores que têm pelo menos 4 PdH em Fortalecer e pode ser usada com qualquer Bastão. Esta habilidade é escalada pelos seus pontos de Inteligência. Versão em Inglês: Accuracy.
CLIENT_HELP_INC_000299,Temping Hole,Socão
CLIENT_HELP_INC_000300,"A powerful, straight punch that strikes the enemy with a concentrated attack. This skill is available at Level 20 to Players who have at least 3 Skill Points in Heal and can be used with any Knuckle.",Golpe direto e poderoso que atinge o inimigo com ataque um concentrado. Esta habilidade está disponível no nível 20 para jogadores que têm pelo menos 3 PdH em Curar e pode ser usada com qualquer Punho. Versão em Inglês: Temping Hole.
CLIENT_HELP_INC_000301,Stone Hand,Punho de Pedra
CLIENT_HELP_INC_000302,Physical attacks gain the chance to stun the target. This skill is available at Level 25 to Players who have at least 4 Skill Points in Temping Hole and can be used with any Knuckle.,Ataques e habilidades ganham a chance de atordoar o alvo. Esta habilidade está disponível no nível 25 para jogadores que têm pelo menos 4 pontos de habilidade em Socão e pode ser usada com qualquer Punho. Versão em Inglês: Stone Hand.
CLIENT_HELP_INC_000303,Burst Crack,Ruptura
CLIENT_HELP_INC_000304,Smashes the ground and inflicts damage to enemies within the surrounding area. This skill is available at Level 28 to Players who have at least 4 Skill Points in Stone Hand and can be used with any Knuckle.,Esmaga o solo e inflige dano a todos os inimigos próximos. Esta habilidade está disponível no nível 28 para jogadores que têm pelo menos 4 pontos de habilidade em Punho de Pedra e pode ser usada com qualquer Punho. Versão em Inglês: Burst Crack.
CLIENT_HELP_INC_000305,Power Fist,Socos Poderosos
CLIENT_HELP_INC_000306,A concentrated powerful strike. This skill is available at Level 35 to Players who have at least 4 Skill Points in Burst Crack and can be used with any Knuckle.,Socos poderosos e concentrados. Esta habilidade está disponível no nível 35 para jogadores que têm pelo menos 4 PdH em Ruptura e pode ser usada com qualquer Punho. Versão em Inglês: Power Fist
CLIENT_HELP_INC_000307,Magician,Mago
CLIENT_HELP_INC_000308,Magicians control powerful elemental magic with the use of wands or staves. Magicians benefit from high intelligence.,"Magos controlam magias elementares poderosas com o uso de cetros ou cajados. Magos se beneficiam de grande inteligência, pois com ela seus ataques mágicos se fortalecem."
CLIENT_HELP_INC_000309,Magicians will be able to advance in their Jobs to become either an Elementor or a Psykeeper.,Magos serão capazes de avançar em suas classes para se tornarem um Elementor ou um Psykeeper.
CLIENT_HELP_INC_000310,Mental Strike,Pancada Mental
CLIENT_HELP_INC_000311,Deals non elemental magic damage to the target. Damage dealt varies by the difference of INT between the caster and the target. This skill is available at Level 15 and can be used with any Wand or Staff.,Causa dano mágico não elementar ao alvo. O dano causado varia com a diferença de INT entre quem faz a magia e o alvo. Esta habilidade está disponível no nível 15 e pode ser usada com qualquer Cetro ou Cajado. Versão em Inglês: Mental Strike.
CLIENT_HELP_INC_000312,Flame Ball,Bola de Fogo
CLIENT_HELP_INC_000313,Strikes at the enemy with a ball of flame. This skill is available at Level 18 to Players who have at least 3 Skill Points in Mental Strike and can be used with any Wand or Staff.,Ataca o inimigo com uma bola de fogo. Esta habilidade está disponível no Nível 18 para jogadores que têm pelo menos 3 PdH em Pancada Mental e pode ser usada com qualquer Cetro ou Cajado. Versão em Inglês: Flame Ball.
CLIENT_HELP_INC_000314,Flame Geyser,Gêiser Flamejante
CLIENT_HELP_INC_000315,Inflicts intermediate fire damage to the target with a lasting Damage Over Time effect. This skill is available at Level 25 to Players who have at least 5 Skill Points in Flame Ball and can be used with any Wand or Staff.,Inflige dano de fogo intermediário ao alvo com um efeito duradouro de Dano Por Tempo (DPT). Esta habilidade está disponível no nível 25 para jogadores que têm pelo menos 5 PdH em Bola de Fogo e pode ser usada com qualquer Cetro ou Cajado. Versão em Inglês: Flame Geyser.
CLIENT_HELP_INC_000316,Fire Strike,Incinerar
CLIENT_HELP_INC_000317,Damages an enemy with a fire ball. The enemy loses health for a limited time afterwards. This skill is available at Level 30 to Players who have at least 7 Skill Points in Flame Geyser and can be used with any Wand or Staff.,Causa dano de fogo intermediário ao alvo com um efeito de DPT (Dano Por Tempo). Esta habilidade está disponível no nível 30 para jogadores que têm pelo menos 7 PdH em Gêiser Flamejante e pode ser usada com qualquer Cetro ou Cajado. Versão em Inglês: Fire Strike
CLIENT_HELP_INC_000318,Swordwind,Sopro Espada
CLIENT_HELP_INC_000319,A violent wind that attacks a target from a short distance. This skill is available at Level 20 to Players who have at least 5 Skill Points in Mental Strike and can be used with any Wand or Staff.,Um vento violento que ataca um alvo a uma curta distância. Esta habilidade está disponível no nível 20 para jogadores que têm pelo menos 5 pontos de habilidade em Pancada Mental e pode ser usada com qualquer Cetro ou Cajado. Versão em Inglês: Swordwind.
CLIENT_HELP_INC_000320,Strongwind,Tornado
CLIENT_HELP_INC_000321,A tornado of wind that deals damage to the target as well as pushing them back. This skill is available at Level 25 to Players who have at least 5 Skill Points in Swordwind and can be used with any Wand or Staff.,Um tornado de vento que causa dano ao alvo e também o empurra para trás. Esta habilidade está disponível no nível 25 para jogadores que têm pelo menos 5 PdH em Sopro Espada e pode ser usada com qualquer varinha ou cajado. Versão em Inglês: Strongwind.
CLIENT_HELP_INC_000322,Wind Cutter,Vento Perfurante
CLIENT_HELP_INC_000323,A blade of wind that deals damage to the target. This skill is available at Level 30 to Players who have at least 7 Skill Points in Strongwind and can be used with any Wand or Staff.,Uma lâmina de vento que causa dano ao alvo. Esta habilidade está disponível no nível 30 para jogadores que têm pelo menos 7 pontos de habilidade em Tornado e pode ser usada com qualquer Cetro ou Cajado. Versão em Inglês: Wind Cutter.
CLIENT_HELP_INC_000324,Ice Missile,Míssil de Gelo
CLIENT_HELP_INC_000325,Inflicts basic water damage with a chance of slowing down the target’s movement. This skill is available at Level 20 to Players who have at least 3 Skill Points in Mental Strike and can be used with any Wand or Staff.,Causa dano básico de água com chance de diminuir o movimento do alvo. Esta habilidade está disponível no nível 20 para jogadores que têm pelo menos 3 pontos de habilidade em Pancada Mental e pode ser usada com qualquer Cetro ou Cajado. Versão em Inglês: Ice Missile.
CLIENT_HELP_INC_000326,Waterball,Bolhas de Água
CLIENT_HELP_INC_000327,Shoots damaging balls of water at the target. The number of balls fired increases as the skill level increases. This skill is available at Level 25 to Players who have at least 5 Skill Points in Ice Missile and can be used with any Wand or Staff.,Atira bolas de água prejudiciais no alvo. O número de bolas disparadas aumenta conforme o nível de habilidade aumenta. Esta habilidade está disponível no nível 25 para jogadores que têm pelo menos 5 PdH em Míssil de Gelo e pode ser usada com qualquer Cetro ou Cajado. Versão em Inglês: Waterball.
CLIENT_HELP_INC_000328,Water Well,Poço Aquático
CLIENT_HELP_INC_000329,"A spell that throws columns of water at the target, dealing a large amount of damage. This skill is available at Level 30 to Players who have at least 7 Skill Points in Waterball and can be used with any Wand or Staff.","Um feitiço que lança colunas de água no alvo, causando uma grande quantidade de dano. Esta habilidade está disponível no nível 30 para jogadores que têm pelo menos 7 PdH em Bolhas de Água e pode ser usada com qualquer Cetro ou Cajado. Versão em Inglês: Water Well."
CLIENT_HELP_INC_000330,Lightning Ball,Bola Estática
CLIENT_HELP_INC_000331,A spell that gathers static electricity and forms it into a small ball that causes basic lightning damage. This skill is available at Level 18 to Players who have at least 5 Skill Points in Mental Strike and can be used with any Wand or Staff.,Um feitiço que reúne eletricidade estática e a transforma em uma pequena bola que causa danos básicos de raio. Esta habilidade está disponível no nível 18 para jogadores que têm pelo menos 5 PdH em Pancada Mental e pode ser usada com qualquer Cetro ou Cajado. Versão em Inglês: Lightning Ball.
CLIENT_HELP_INC_000332,Lightning Ram,Bola Elétrica
CLIENT_HELP_INC_000333,Deals a medium amount of lightning damage to the target. This skill is available at Level 25 to Players who have at least 5 Skill Points in Lightning Ball and can be used with any Wand or Staff.,Causa uma quantidade média de dano elétrico no alvo. Esta habilidade está disponível no nível 25 para jogadores que têm pelo menos 5 PdH em Bola Elétrica e pode ser usada com qualquer Cetro ou Cajado. Versão em Inglês: Lightning Ram.
CLIENT_HELP_INC_000334,Lightning Shock,Choque Relâmpago
CLIENT_HELP_INC_000335,Damages the enemy with a small but fast lightning ball. This skill is available at Level 40 to Players who have at least 7 Skill Points in Lightning Ram and can be used with any Wand or Staff.,"Danifica o inimigo com uma bola de raio pequena, mas rápida. Esta habilidade está disponível no nível 40 para jogadores que têm pelo menos 7 pontos de habilidade em Choque Relâmpago e pode ser usada com qualquer Cetro ou Cajado. Versão em Inglês: Lightning Shock."
CLIENT_HELP_INC_000336,Stone Spike,Pedregulho
CLIENT_HELP_INC_000337,Inflicts earth elemental damage to the opponent as well as creating a chance to stun the target. This skill is available at Level 18 to Players who have at least 2 Skill Points in Mental Strike and can be used with any Wand or Staff.,"Inflige dano elemental de terra ao oponente, além de criar uma chance de atordoar o alvo. Esta habilidade está disponível no nível 18 para jogadores que têm pelo menos 2 pontos de habilidade em Pancada Mental e pode ser usada com qualquer Cetro ou Cajado. Versão em Inglês: Stone Spike."
CLIENT_HELP_INC_000338,Rock Crash,Colisão
CLIENT_HELP_INC_000339,Damages the enemy with a giant stone. This skill is available at Level 25 to Players who have at least 5 Skill Points in Stone Spike and can be used with any Wand or Staff.,Danifica o inimigo com uma pedra gigante. Esta habilidade está disponível no nível 25 para jogadores que têm pelo menos 5 Skill Points em Stone Spike e pode ser usada com qualquer Cetro ou Cajado. Versão em Inglês: Rock Crash.
CLIENT_HELP_INC_000340,Rooting,Enraizamento
CLIENT_HELP_INC_000341,Harnesses the power of the ground to prevent a user from moving. This skill is available at Level 30 to Players who have at least 7 Skill Points in Rock Crash and can be used with any Wand or Staff.,Aproveita a força do solo para evitar que o usuário se mova. Esta habilidade está disponível no nível 30 para jogadores que têm pelo menos 7 PdH em Colisão e pode ser usada com qualquer Cetro ou Cajado. Versão em Inglês: Rooting.
CLIENT_HELP_INC_000342,Blinkpool,Salto Mágico
CLIENT_HELP_INC_000343,Teleports the user in a specified location within the limited range. The range increases as the skill level goes up. This skill is available at Level 30 to Players who have at least 3 Skill Points in Mental Strike and can be used with any Wand or Staff.,Pequeno avanço que transporta o usuário para direção que está indo o personagem. O alcance aumenta conforme o nível de habilidade sobe. Esta habilidade está disponível no nível 30 para jogadores que têm pelo menos 3 PdH em Pancada Mental e pode ser usada com qualquer Cetro ou Cajado. Versão em Inglês: Blinkpool.
CLIENT_HELP_INC_000344,Power Stomp,Ímpeto do Cavaleiro
CLIENT_HELP_INC_000345,Hits the ground with the handle of the axe. The shock wave deals damage with a chance to stun to all nearby enemies. The damage and stun chance will increase with every Skill Level. This skill is available at Level 65 to Players who have at least 4 Skill Points in Pain Dealer and can be used with any two handed Axe.,Atinge o chão com o cabo do machado. A onda de choque causa dano com chance de atordoar todos os inimigos próximos. O dano e a chance de atordoamento aumentam a cada nível de habilidade. Esta habilidade está disponível no nível 65 para jogadores que têm pelo menos 4 PdH em Emissão de Dor e pode ser usada com qualquer Machado Ambidestro. Versão em Inglês: Power Stomp.
CLIENT_HELP_INC_000346,Knight,Knight
CLIENT_HELP_INC_000347,Mercenaries who chose to follow the teachings of the Hero Billaon become Knights. Knights are capable of incredible defense and possess the power to withstand the greatest assaults.,Mercenários que escolheram seguir os ensinamentos do Herói Billaon tornam-se Knights. Os Knights são capazes de possuir uma defesa inigualável e possuem o poder de resistir aos maiores ataques.
CLIENT_HELP_INC_000348,Charge,Carregada
CLIENT_HELP_INC_000349,A melee attack that deals maximum damage to a monster regardless of its level. This skill is available at Level 60 to Players who have at least 3 Skill Points in Sword Mastery and can be used with any two handed Sword.,"Um ataque corpo a corpo que causa dano máximo a um monstro, independentemente de seu nível. Esta habilidade está disponível no nível 60 para jogadores que têm pelo menos 3 PdH em Maestria da Espada e pode ser usada com qualquer Montante. Versão em Inglês: Charge"
CLIENT_HELP_INC_000350,Earth Divider,Divisor de Terras
CLIENT_HELP_INC_000351,A skill which damages nearby enemies. Higher Skill Level will result in more damage. This skill is available at Level 65 to Players who have at least 4 Skill Points in Charge and can be used with any two handed Sword.,Uma habilidade que causa danos aos inimigos próximos. Um nível de habilidade mais alto resultará em mais danos. Esta habilidade está disponível no nível 65 para jogadores que têm pelo menos 4 pontos de habilidade em Carregada e pode ser usada com qualquer Montante. Versão em Inglês: Earth Divider.
CLIENT_HELP_INC_000352,Pain Dealer,Emissão de Dor
CLIENT_HELP_INC_000353,A melee skill which damages the target as  lowering its defense. Higher Skill Level will result in more damage and a bigger decrease in defense. This skill is available at Level 60 to Players who have at least 3 Skill Points in Axe Mastery and can be used with any two handed Axe.,Uma habilidade corpo a corpo que danifica o alvo e diminui sua defesa. Um nível de habilidade mais alto resultará em mais dano e uma diminuição maior na defesa do alvo. Esta habilidade está disponível no nível 60 para jogadores que têm pelo menos 3 pontos de habilidade em Maestria do Machado e pode ser usada com qualquer Machado Ambidestro. Versão em Inglês: Pain Dealer.
CLIENT_HELP_INC_000354,Guard,Guarda
CLIENT_HELP_INC_000355,Increases the characters defense but reduces the characters attack power. This skill is available at Level 62 and can be used with either a two handed Axe or Sword.,Aumenta a defesa do personagem ao custo de reduzir o poder de ataque do personagem. Esta habilidade está disponível no nível 62 e pode ser usada com um Machado Ambidestro ou Montante. Versão em Inglês: Guard.
CLIENT_HELP_INC_000356,Rage,Ira
CLIENT_HELP_INC_000357,"Increases the characters attack power and HP, but it also reduces the characters defense and accuracy. This skill is available at Level 65 to Players who have at least 5 Skill Points in Guard and can be used with either a two handed Axe or Sword.",Aumenta o poder de ataque e HP do personagem ao custo de reduzir a defesa do personagem. Esta habilidade está disponível no nível 65 para jogadores que têm pelo menos 5 PdH em Guarda e pode ser usada com um Machado Ambidestro ou Montante. Versão em Inglês: Rage.
CLIENT_HELP_INC_000358,Pain Reflection,Reflexo da Dor
CLIENT_HELP_INC_000359,Reflects a portion of damage you receive back at the target. This skill is available at Level 70 to Players who have at least 4 Skill Points in Rage and can be used with either a two handed Axe or Sword.,Reflete parte do dano recebido de volta para o alvo. Esta habilidade está disponível no nível 70 para jogadores que têm pelo menos 4 PdH em Ira e pode ser usada com um Machado Ambidestro ou Montante. Versão em Inglês: Pain Reflection.
CLIENT_HELP_INC_000360,Power Swing,Balanço de Força
CLIENT_HELP_INC_000361,"A huge horizontal swing that deals damage, and knocks enemies back. This skill is available at Level 75 to Players who have at least 7 Skill Points in Pain Reflection and can be used with either a two handed Axe or Sword.",Um enorme balanço horizontal que causa dano e empurra os inimigos para trás. Esta habilidade está disponível no nível 75 para jogadores que têm pelo menos 7 pontos de habilidade em Reflexo da Dor e pode ser usada com um Machado Ambidestro ou Montante. Versão em Inglês: Power Swing.
CLIENT_HELP_INC_000362,Blade,Blade
CLIENT_HELP_INC_000363,Blades are a second class for mercenaries and are the best damage dealers in the game. As a blade you will be able to wield two weapons at the same time and thus drastically increase your damage output.,Blades são a segunda classe para Mercenários e são os maiores causadores de dano em Madrigal. Eles podem empunhar duplamente e se especializam em ataques rápidos.
CLIENT_HELP_INC_000364,Silent Strike,Corte Silencioso
CLIENT_HELP_INC_000365,A melee skill which deals a vicious cut in a sliding motion to the enemy. This skill is available at Level 60 to Players who have at least 3 Skill Points in Sword Mastery and can be used with a one handed Sword.,Uma habilidade corpo a corpo que desfere um golpe violento em um movimento deslizante que atordoa o inimigo. Esta habilidade está disponível no nível 60 para jogadores que têm pelo menos 3 PdH em Maestria da Espada e pode ser usada com uma espada de uma mão.
CLIENT_HELP_INC_000366,Blade Dance,Dança da Lâmina
CLIENT_HELP_INC_000367,Uses both swords to attack all of the enemies around the wielder. This skill is available at Level 65 to Players who have at least 5 Skill Points in Silent Strike and can be used with a one handed Sword.,Usa as duas espadas para atacar todos os inimigos em volta. Esta habilidade está disponível no nível 65 para jogadores que têm pelo menos 5 PdH em Corte Silencioso e pode ser usada com uma espada de uma mão. Versão em Inglês: Blade Dance.
CLIENT_HELP_INC_000368,Spring Attack,Sucessão da Lâmina
CLIENT_HELP_INC_000369,Strike at multiple enemies times. This skill is available at Level 60 to Players who have at least 3 Skill Points in Axe Mastery and can be used with two one handed axes.,Dá 4 golpes em seguida com machados em cada mão. Esta habilidade está disponível no nível 60 para jogadores que têm pelo menos 3 pontos de habilidade em Maestria do Machado e pode ser usada com dois machados de uma mão. Versão em Inglês: Spring Attack.
CLIENT_HELP_INC_000370,Hawk Attack,Ataque do Falcão
CLIENT_HELP_INC_000371,"Jumps, striking the enemy with both weapons. Deals massive damage and possibly blinds the enemy for a short period of time. This skill is available at Level 65 to Players who have at least 5 Skill Points in Silent Strike and can be used with two one handed axes.","Pula, atingindo o inimigo com as duas armas. Causa um forte dano e cega o inimigo por um certo tempo. Esta habilidade está disponível no nível 65 para jogadores que têm pelo menos 5 PdH em Corte Silencioso e pode ser usada com dois machados de uma mão. Versão em Inglês: Hawk Attack."
CLIENT_HELP_INC_000372,Armor Penetrate,Penetrar Armadura
CLIENT_HELP_INC_000373,A melee skill which ignores 50% of target's defense rating. This skill is available at Level 62 and can be used with a one handed Sword or Axe.,Uma habilidade que reduz o Bloqueio Corpo a Corpo do alvo. Esta habilidade está disponível no nível 62 e pode ser usada com espadas ou machados de uma mão. Versão em Inglês: Armor Penetrate.
CLIENT_HELP_INC_000374,Berserk,Berserk
CLIENT_HELP_INC_000375,"Temporarily raises attack power and attack speed, but you can not use any skills for the duration of the spell. This skill is available at Level 65 to Players who have at least 4 Skill Points in Armor Penetrate and can be used with a one handed Sword or Axe.",Aumenta temporariamente o poder e velocidade de ataque ao custo de não pode usar nenhuma habilidade durante o modo. Esta habilidade está disponível no nível 65 para jogadores que têm pelo menos 4 pontos de habilidade em Penetrar Armadura e pode ser usada com espadas ou machados de uma mão. Versão em Inglês: Berserk.
CLIENT_HELP_INC_000376,Sonic Blade,Lâmina Sônica
CLIENT_HELP_INC_000377,"Gathers a powerful aura and transfers it to your weapon, and then deals damage to the closest enemy. This skill is available at Level 70 to Players who have at least 7 Skill Points in Berserk and can be used with a one handed Sword or Axe.",Coleta a aura e a transfere para a sua espada ou machado causando dano ao inimigo mais próximo. Esta habilidade está disponível no nível 70 para jogadores que têm pelo menos 7 PdH em Berserk e pode ser usada com espadas ou machados de uma mão. Versão em Inglês: Sonic Blade.
CLIENT_HELP_INC_000378,Cross Strike,Golpe Cruzado
CLIENT_HELP_INC_000379,A strong attack is dealt to the enemy with both weapons at once. This skill is available at Level 75 to Players who have at least 7 Skill Points in Sonic Blade and can be used with a one handed Sword or Axe.,Um forte ataque no inimigo usando as duas armas de uma vez. Esta habilidade está disponível no nível 75 para jogadores que têm pelo menos 7 PdH em Lâmina Sônica e pode ser usada com espadas ou machados de uma mão. Versão em Inglês: Cross Strike.
CLIENT_HELP_INC_000380,Jester,Jester
CLIENT_HELP_INC_000381,"The first job class for Acrobats, they specialize in strong attacks made with a Yo-yo.","Uma classe que Acrobatas podem ser, são especializados em ataques feitos com Ioiô. Furtivo e letal, Jester é uma ótima classe para quem gosta de apertar o gatilho no momento certo e se retirar sem ser alvejado."
CLIENT_HELP_INC_000382,placholder 31,placholder 31
CLIENT_HELP_INC_000383,Critical swing,Balanço Crítico
CLIENT_HELP_INC_000384,Increase the probability of a critical strike.,Aumenta a probabilidade de um acerto crítico. Versão em Inglês: Critical Swing.
CLIENT_HELP_INC_000385,Enchant Poison,Encanto Venenoso
CLIENT_HELP_INC_000386,Plastering poison on the weapon to increase the normal damage and available to infect the enemy with poision,Coloca veneno na arma para aumentar o dano e para envenenar o inimigo. Efeito do Envenenamento: Causa danos a um inimigo por um período de tempo e reduz sua capacidade de cura. Versão em Inglês: Enchant Poison.
CLIENT_HELP_INC_000387,Enchant Bleed,Encanto Sanguinário
CLIENT_HELP_INC_000388,Increase the normal damage with the bleeding attribute and available to make the enemy bleeding.,Aumenta o dano causado e tem a possibilidade de causar sangramento ao alvo. Efeito do Sangramento: Causa danos a um inimigo por um período de tempo e reduz sua velocidade de ataque. Versão em Inglês: Enchant Bleed.
CLIENT_HELP_INC_000389,Enchant Absorb,Encanto Sedento
CLIENT_HELP_INC_000390,You can drain the HP of enemy with striking. The drain will be occurred with certain probability.,Você pode roubar vida do inimigo (Drenar HP) com seus ataques. Haverá drenagem com certa probabilidade. Versão em Inglês: Enchant Absorb.
CLIENT_HELP_INC_000391,Back Step,Golpe Furtivo
